participantID, age, gender, education, IUIPC, ownership, data, device, recipient, likert
1917, 27, Male, Somecollege, 65, No, " your heart rate ", cubetastic3000, work, 4 
1917, 27, Male, Somecollege, 65, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, public, 5 
1917, 27, Male, Somecollege, 65, No, " shared photos others sent to you saved on your device ", cubetastic3000, public, 5 
1917, 27, Male, Somecollege, 65, No, " a photo of you off-guard ", cubetastic3000, friends, 5 
1917, 27, Male, Somecollege, 65, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
1917, 27, Male, Somecollege, 65, No, " how much you use your computer ", cubetastic3000, friends, 5 
844, 25, Female, Somecollege, 64, No, "connected to a bluetooth device", smartphone, noone, 3 
844, 25, Female, Somecollege, 64, No, "unmuted a call", smartphone, noone, 4 
844, 25, Female, Somecollege, 64, No, "vibration", cubetastic3000, noone, 3 
844, 25, Female, Somecollege, 64, No, " your gender ", cubetastic3000, appserver, 2 
844, 25, Female, Somecollege, 64, No, " when you are busy or interruptible ", cubetastic3000, friends, 4 
844, 25, Female, Somecollege, 64, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, appserver, 5 
844, 25, Female, Somecollege, 64, No, " what products you buy ", cubetastic3000, appserver, 3 
844, 25, Female, Somecollege, 64, No, " your name ", cubetastic3000, appserver, 5 
1121, 34, Female, Somecollege, 65, No, "vibration", smartphone, noone, 2 
1121, 34, Female, Somecollege, 65, No, "connected to a bluetooth device", smartphone, noone, 5 
1121, 34, Female, Somecollege, 65, No, " copied and uploaded music from your device ", cubetastic3000, work, 5 
1121, 34, Female, Somecollege, 65, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, friends, 5 
1121, 34, Female, Somecollege, 65, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, public, 5 
1121, 34, Female, Somecollege, 65, No, " videos of you (with an inward-facing camera) at home ", cubetastic3000, friends, 5 
1121, 34, Female, Somecollege, 65, No, " your name ", cubetastic3000, work, 4 
1121, 34, Female, Somecollege, 65, No, " your credit card information ", cubetastic3000, friends, 5 
2130, 22, Female, Highschool, 55, No, "unmuted a call", smartphone, noone, 5 
2130, 22, Female, Highschool, 55, No, "took screenshots while using other apps", smartphone, noone, 5 
2130, 22, Female, Highschool, 55, No, " when and how much you have sex ", cubetastic3000, friends, 5 
2130, 22, Female, Highschool, 55, No, " a photo of you off-guard ", cubetastic3000, work, 5 
2130, 22, Female, Highschool, 55, No, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, public, 5 
2130, 22, Female, Highschool, 55, No, " your username for websites ", cubetastic3000, friends, 5 
2130, 22, Female, Highschool, 55, No, " your credit card information ", cubetastic3000, friends, 5 
2130, 22, Female, Highschool, 55, No, " your credit card information ", cubetastic3000, public, 5 
1196, 36, Male, Highschool, 69, No, "vibration", smartphone, noone, 2 
1196, 36, Male, Highschool, 69, No, "sent premium texts or calls", smartphone, noone, 4 
1196, 36, Male, Highschool, 69, No, " the language you were speaking ", cubetastic3000, friends, 3 
1196, 36, Male, Highschool, 69, No, " when, how much, and what you are eating ", cubetastic3000, public, 4 
1196, 36, Male, Highschool, 69, No, " what medical conditions you have ", cubetastic3000, work, 5 
1196, 36, Male, Highschool, 69, No, " photos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
1196, 36, Male, Highschool, 69, No, " a photo of you intoxicated ", cubetastic3000, appserver, 5 
1196, 36, Male, Highschool, 69, No, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, appserver, 5 
1527, 25, Female, Bachelors, 50, No, "vibration", smartphone, noone, 2 
1527, 25, Female, Bachelors, 50, No, "sent premium texts or calls", smartphone, noone, 5 
1527, 25, Female, Bachelors, 50, No, " your fingerprint somehow ", cubetastic3000, work, 5 
1527, 25, Female, Bachelors, 50, No, " recorded the sound around you ", cubetastic3000, work, 5 
1527, 25, Female, Bachelors, 50, No, " shared photos you which are already on your device ", cubetastic3000, public, 5 
1527, 25, Female, Bachelors, 50, No, " a video of you unclothed ", cubetastic3000, appserver, 5 
1527, 25, Female, Bachelors, 50, No, " your username for websites ", cubetastic3000, public, 5 
1527, 25, Female, Bachelors, 50, No, " how much money you have ", cubetastic3000, friends, 5 
1847, 24, Female, Somecollege, 62, No, "unmuted a call", smartphone, noone, 5 
1847, 24, Female, Somecollege, 62, No, "sent premium texts or calls", smartphone, noone, 5 
1847, 24, Female, Somecollege, 62, No, "took screenshots while using other apps", cubetastic3000, noone, 5 
1847, 24, Female, Somecollege, 62, No, " when, how much, and what you are eating ", cubetastic3000, friends, 5 
1847, 24, Female, Somecollege, 62, No, " when you are sick or healthy ", cubetastic3000, friends, 5 
1847, 24, Female, Somecollege, 62, No, " recorded your phone conversations ", cubetastic3000, work, 5 
1847, 24, Female, Somecollege, 62, No, " where you are currently going (by observing maps, etc.) ", cubetastic3000, friends, 4 
1879, 25, Male, Masters, 52, No, "vibration", smartphone, noone, 1 
1879, 25, Male, Masters, 52, No, "took screenshots while using other apps", smartphone, noone, 3 
1879, 25, Male, Masters, 52, No, " when and how well you are sleeping ", cubetastic3000, friends, 4 
1879, 25, Male, Masters, 52, No, " when, how much, and what you are eating ", cubetastic3000, appserver, 3 
1879, 25, Male, Masters, 52, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, appserver, 5 
1879, 25, Male, Masters, 52, No, " shared photos others sent to you saved on your device ", cubetastic3000, appserver, 5 
1879, 25, Male, Masters, 52, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, work, 5 
1879, 25, Male, Masters, 52, No, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, friends, 5 
589, 37, Male, Bachelors, 50, No, "vibration", smartphone, noone, 3 
589, 37, Male, Bachelors, 50, No, "connected to a bluetooth device", smartphone, noone, 4 
589, 37, Male, Bachelors, 50, No, " how close you are to other people you interact with ", cubetastic3000, public, 5 
589, 37, Male, Bachelors, 50, No, " recorded the sound around you ", cubetastic3000, appserver, 5 
589, 37, Male, Bachelors, 50, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, friends, 5 
589, 37, Male, Bachelors, 50, No, " your address ", cubetastic3000, public, 5 
589, 37, Male, Bachelors, 50, No, " your bank account information ", cubetastic3000, work, 5 
589, 37, Male, Bachelors, 50, No, " how much money you have ", cubetastic3000, work, 5 
269, 31, Male, Somehighschool, 42, No, "connected to a bluetooth device", smartphone, noone, 3 
269, 31, Male, Somehighschool, 42, No, "unmuted a call", smartphone, noone, 4 
269, 31, Male, Somehighschool, 42, No, " photos at work (with an outward-facing camera) ", cubetastic3000, friends, 4 
269, 31, Male, Somehighschool, 42, No, " a video of you off-guard ", cubetastic3000, public, 4 
269, 31, Male, Somehighschool, 42, No, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, friends, 3 
269, 31, Male, Somehighschool, 42, No, " where you are currently going (by observing maps, etc.) ", cubetastic3000, work, 4 
269, 31, Male, Somehighschool, 42, No, " how much you use your computer ", cubetastic3000, appserver, 2 
269, 31, Male, Somehighschool, 42, No, " what products you buy ", cubetastic3000, work, 2 
1546, None, Male, Highschool, 35, Yes, "vibration", smartphone, noone, 3 
1546, None, Male, Highschool, 35, Yes, "sent premium texts or calls", smartphone, noone, 2 
1546, None, Male, Highschool, 35, Yes, " when and how well you are sleeping ", cubetastic3000, public, 4 
1546, None, Male, Highschool, 35, Yes, " when, how much, and what you are eating ", cubetastic3000, public, 2 
1546, None, Male, Highschool, 35, Yes, " what medical conditions you have ", cubetastic3000, public, 5 
1546, None, Male, Highschool, 35, Yes, " copied and uploaded audio recordings you made on your device ", cubetastic3000, work, 3 
1546, None, Male, Highschool, 35, Yes, " shared photos others sent to you saved on your device ", cubetastic3000, appserver, 2 
1546, None, Male, Highschool, 35, Yes, " shared videos you which are already on your device ", cubetastic3000, friends, 4 
1729, 23, Female, Bachelors, 63, No, "vibration", smartphone, noone, 2 
1729, 23, Female, Bachelors, 63, No, "connected to a bluetooth device", smartphone, noone, 3 
1729, 23, Female, Bachelors, 63, No, " the language you were speaking ", cubetastic3000, work, 3 
1729, 23, Female, Bachelors, 63, No, " when and how well you are sleeping ", cubetastic3000, appserver, 2 
1729, 23, Female, Bachelors, 63, No, " recorded your work conversations ", cubetastic3000, public, 5 
1729, 23, Female, Bachelors, 63, No, " videos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
1729, 23, Female, Bachelors, 63, No, " your social security number ", cubetastic3000, appserver, 5 
1729, 23, Female, Bachelors, 63, No, " your bank account information ", cubetastic3000, appserver, 5 
939, 28, Female, Bachelors, 65, No, "vibration", smartphone, noone, 3 
939, 28, Female, Bachelors, 65, No, "took screenshots while using other apps", smartphone, noone, 5 
939, 28, Female, Bachelors, 65, No, " when you are sick or healthy ", cubetastic3000, friends, 5 
939, 28, Female, Bachelors, 65, No, " shared videos you which are already on your device ", cubetastic3000, appserver, 4 
939, 28, Female, Bachelors, 65, No, " videos at work (with an outward-facing camera) ", cubetastic3000, public, 5 
939, 28, Female, Bachelors, 65, No, " what medication you take ", cubetastic3000, work, 5 
939, 28, Female, Bachelors, 65, No, " your name ", cubetastic3000, appserver, 4 
939, 28, Female, Bachelors, 65, No, " how much debt you have ", cubetastic3000, appserver, 4 
1424, 33, Female, Masters, 55, No, "vibration", smartphone, noone, 3 
1424, 33, Female, Masters, 55, No, "took screenshots while using other apps", smartphone, noone, 5 
1424, 33, Female, Masters, 55, No, "vibration", cubetastic3000, noone, 3 
1424, 33, Female, Masters, 55, No, " your age ", cubetastic3000, appserver, 3 
1424, 33, Female, Masters, 55, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, work, 5 
1424, 33, Female, Masters, 55, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, friends, 5 
1424, 33, Female, Masters, 55, No, " what medication you take ", cubetastic3000, work, 5 
1424, 33, Female, Masters, 55, No, " your social security number ", cubetastic3000, appserver, 5 
497, 22, Male, Somecollege, 61, No, "unmuted a call", smartphone, noone, 5 
497, 22, Male, Somecollege, 61, No, "took screenshots while using other apps", smartphone, noone, 5 
497, 22, Male, Somecollege, 61, No, " your heart rate ", cubetastic3000, public, 4 
497, 22, Male, Somecollege, 61, No, " how close you are to other people you interact with ", cubetastic3000, public, 5 
497, 22, Male, Somecollege, 61, No, " recorded your work conversations ", cubetastic3000, appserver, 5 
497, 22, Male, Somecollege, 61, No, " a photo of you off-guard ", cubetastic3000, public, 5 
497, 22, Male, Somecollege, 61, No, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, public, 5 
497, 22, Male, Somecollege, 61, No, " your username for websites ", cubetastic3000, work, 5 
1574, 19, Male, Somecollege, 64, No, "vibration", smartphone, noone, 2 
1574, 19, Male, Somecollege, 64, No, "unmuted a call", smartphone, noone, 5 
1574, 19, Male, Somecollege, 64, No, " your fingerprint somehow with ", cubetastic3000, friends, 5 
1574, 19, Male, Somecollege, 64, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, friends, 3 
1574, 19, Male, Somecollege, 64, No, " who you were spending time with ", cubetastic3000, friends, 5 
1574, 19, Male, Somecollege, 64, No, " recorded your phone conversations ", cubetastic3000, work, 5 
1574, 19, Male, Somecollege, 64, No, " a photo of you intoxicated ", cubetastic3000, friends, 5 
1574, 19, Male, Somecollege, 64, No, " how much debt you have ", cubetastic3000, friends, 1 
2368, 39, Male, Bachelors, 67, No, "took screenshots while using other apps", smartphone, noone, 3 
2368, 39, Male, Bachelors, 67, No, "sent premium texts or calls", smartphone, noone, 5 
2368, 39, Male, Bachelors, 67, No, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, work, 5 
2368, 39, Male, Bachelors, 67, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 4 
2368, 39, Male, Bachelors, 67, No, " a video of you entering in your PIN at an ATM ", cubetastic3000, friends, 5 
2368, 39, Male, Bachelors, 67, No, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 5 
2368, 39, Male, Bachelors, 67, No, " your social security number ", cubetastic3000, appserver, 5 
2368, 39, Male, Bachelors, 67, No, " your username and password for websites ", cubetastic3000, friends, 5 
536, 22, Female, Bachelors, 47, No, "vibration", smartphone, noone, 3 
536, 22, Female, Bachelors, 47, No, "took screenshots while using other apps", smartphone, noone, 5 
536, 22, Female, Bachelors, 47, No, " your heart rate ", cubetastic3000, appserver, 4 
536, 22, Female, Bachelors, 47, No, " your fingerprint somehow with ", cubetastic3000, friends, 5 
536, 22, Female, Bachelors, 47, No, " photos at work (with an outward-facing camera) ", cubetastic3000, work, 4 
536, 22, Female, Bachelors, 47, No, " a photo of you off-guard ", cubetastic3000, public, 5 
536, 22, Female, Bachelors, 47, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
536, 22, Female, Bachelors, 47, No, " how much you use your phone ", cubetastic3000, public, 5 
838, 24, Male, Highschool, 60, No, "unmuted a call", smartphone, noone, 4 
838, 24, Male, Highschool, 60, No, "sent premium texts or calls", smartphone, noone, 4 
838, 24, Male, Highschool, 60, No, " your gender ", cubetastic3000, work, 3 
838, 24, Male, Highschool, 60, No, " when and how well you are sleeping ", cubetastic3000, public, 4 
838, 24, Male, Highschool, 60, No, " when, how much, and what you are eating ", cubetastic3000, public, 4 
838, 24, Male, Highschool, 60, No, " recorded your passing conversations ", cubetastic3000, work, 4 
838, 24, Male, Highschool, 60, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, appserver, 4 
838, 24, Male, Highschool, 60, No, " photos of people (with an outward-facing camera) at random ", cubetastic3000, public, 4 
705, 31, Male, Bachelors, 52, No, "vibration", smartphone, noone, 3 
705, 31, Male, Bachelors, 52, No, "sent premium texts or calls", smartphone, noone, 5 
705, 31, Male, Bachelors, 52, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, friends, 5 
705, 31, Male, Bachelors, 52, No, " recorded your work conversations ", cubetastic3000, work, 5 
705, 31, Male, Bachelors, 52, No, " a photo of you intoxicated ", cubetastic3000, work, 5 
705, 31, Male, Bachelors, 52, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, public, 5 
705, 31, Male, Bachelors, 52, No, " what websites you go to ", cubetastic3000, public, 5 
705, 31, Male, Bachelors, 52, No, " your credit card information ", cubetastic3000, friends, 5 
1063, 54, Male, Masters, 60, No, "took screenshots while using other apps", smartphone, noone, 4 
1063, 54, Male, Masters, 60, No, "sent premium texts or calls", smartphone, noone, 5 
1063, 54, Male, Masters, 60, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, public, 5 
1063, 54, Male, Masters, 60, No, " where you are currently going (by observing maps, etc.) ", cubetastic3000, appserver, 4 
1063, 54, Male, Masters, 60, No, " how much you use your phone ", cubetastic3000, friends, 5 
1063, 54, Male, Masters, 60, No, " your name ", cubetastic3000, appserver, 4 
1063, 54, Male, Masters, 60, No, " your username and password for websites ", cubetastic3000, appserver, 4 
1063, 54, Male, Masters, 60, No, " your credit card information ", cubetastic3000, friends, 5 
1489, 30, Male, Bachelors, 55, No, "took screenshots while using other apps", smartphone, noone, 4 
1489, 30, Male, Bachelors, 55, No, "sent premium texts or calls", smartphone, noone, 4 
1489, 30, Male, Bachelors, 55, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, public, 2 
1489, 30, Male, Bachelors, 55, No, " an incriminating photo of you doing something embarrassing ", cubetastic3000, work, 5 
1489, 30, Male, Bachelors, 55, No, " a photo of you intoxicated ", cubetastic3000, appserver, 2 
1489, 30, Male, Bachelors, 55, No, " shared videos others sent you saved on your device ", cubetastic3000, public, 5 
1489, 30, Male, Bachelors, 55, No, " how much debt you have ", cubetastic3000, public, 5 
1572, 26, Male, Masters, 56, No, "unmuted a call", smartphone, noone, 4 
1572, 26, Male, Masters, 56, No, "took screenshots while using other apps", smartphone, noone, 4 
1572, 26, Male, Masters, 56, No, " when, how, and how much you exercise ", cubetastic3000, appserver, 2 
1572, 26, Male, Masters, 56, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, friends, 4 
1572, 26, Male, Masters, 56, No, " photos of you (with an inward-facing camera) at random ", cubetastic3000, work, 5 
1572, 26, Male, Masters, 56, No, " a photo of you intoxicated ", cubetastic3000, friends, 5 
1572, 26, Male, Masters, 56, No, " videos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
1572, 26, Male, Masters, 56, No, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 2 
1922, 31, Male, Bachelors, 48, No, "connected to a bluetooth device", smartphone, noone, 2 
1922, 31, Male, Bachelors, 48, No, "unmuted a call", smartphone, noone, 5 
1922, 31, Male, Bachelors, 48, No, " your gender ", cubetastic3000, public, 1 
1922, 31, Male, Bachelors, 48, No, " photos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 3 
1922, 31, Male, Bachelors, 48, No, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 2 
1922, 31, Male, Bachelors, 48, No, " where you are currently going (by observing maps, etc.) ", cubetastic3000, appserver, 1 
1922, 31, Male, Bachelors, 48, No, " how much you use your phone ", cubetastic3000, appserver, 1 
1922, 31, Male, Bachelors, 48, No, " your username for websites ", cubetastic3000, appserver, 4 
1438, 31, Male, Somecollege, 68, No, "unmuted a call", smartphone, noone, 5 
1438, 31, Male, Somecollege, 68, No, "sent premium texts or calls", smartphone, noone, 5 
1438, 31, Male, Somecollege, 68, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, public, 5 
1438, 31, Male, Somecollege, 68, No, " when you are sick or healthy ", cubetastic3000, friends, 5 
1438, 31, Male, Somecollege, 68, No, " how close you are to other people you interact with ", cubetastic3000, work, 5 
1438, 31, Male, Somecollege, 68, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, friends, 5 
1438, 31, Male, Somecollege, 68, No, " a video of you unclothed ", cubetastic3000, work, 5 
1438, 31, Male, Somecollege, 68, No, " how much you use your phone ", cubetastic3000, work, 5 
541, 33, Female, Somecollege, 66, No, "connected to a bluetooth device", smartphone, noone, 5 
541, 33, Female, Somecollege, 66, No, "took screenshots while using other apps", smartphone, noone, 5 
541, 33, Female, Somecollege, 66, No, " your gender ", cubetastic3000, friends, 5 
541, 33, Female, Somecollege, 66, No, " your gender ", cubetastic3000, public, 5 
541, 33, Female, Somecollege, 66, No, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, friends, 5 
541, 33, Female, Somecollege, 66, No, " videos of you (with an inward-facing camera) at home ", cubetastic3000, public, 5 
541, 33, Female, Somecollege, 66, No, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, public, 5 
541, 33, Female, Somecollege, 66, No, " what television shows you watch ", cubetastic3000, friends, 5 
2141, 43, Female, Graduate, 60, No, "unmuted a call", smartphone, noone, 5 
2141, 43, Female, Graduate, 60, No, "sent premium texts or calls", smartphone, noone, 5 
2141, 43, Female, Graduate, 60, No, " your gender ", cubetastic3000, friends, 3 
2141, 43, Female, Graduate, 60, No, " when, how much, and what you are eating ", cubetastic3000, work, 4 
2141, 43, Female, Graduate, 60, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, work, 5 
2141, 43, Female, Graduate, 60, No, " a picture of your signature ", cubetastic3000, friends, 5 
2141, 43, Female, Graduate, 60, No, " when and how much you spend time alone ", cubetastic3000, work, 5 
2141, 43, Female, Graduate, 60, No, " your social security number ", cubetastic3000, friends, 5 
2009, 20, Female, Bachelors, 60, No, "unmuted a call", smartphone, noone, 4 
2009, 20, Female, Bachelors, 60, No, "took screenshots while using other apps", smartphone, noone, 5 
2009, 20, Female, Bachelors, 60, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, public, 5 
2009, 20, Female, Bachelors, 60, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, work, 5 
2009, 20, Female, Bachelors, 60, No, " a photo of you unclothed ", cubetastic3000, public, 5 
2009, 20, Female, Bachelors, 60, No, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, public, 5 
2009, 20, Female, Bachelors, 60, No, " where you are currently going (by observing maps, etc.) ", cubetastic3000, public, 4 
2009, 20, Female, Bachelors, 60, No, " your social security number ", cubetastic3000, appserver, 5 
2193, 58, Female, Somecollege, 66, No, "vibration", smartphone, noone, 3 
2193, 58, Female, Somecollege, 66, No, "sent premium texts or calls", smartphone, noone, 5 
2193, 58, Female, Somecollege, 66, No, " when you were lying, nervous, or stressed ", cubetastic3000, appserver, 5 
2193, 58, Female, Somecollege, 66, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, work, 5 
2193, 58, Female, Somecollege, 66, No, " a video of you unclothed ", cubetastic3000, friends, 5 
2193, 58, Female, Somecollege, 66, No, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, appserver, 5 
2193, 58, Female, Somecollege, 66, No, " your address ", cubetastic3000, public, 5 
1732, 21, Male, Somecollege, 67, Yes, "unmuted a call", smartphone, noone, 5 
1732, 21, Male, Somecollege, 67, Yes, "sent premium texts or calls", smartphone, noone, 5 
1732, 21, Male, Somecollege, 67, Yes, " when you were happy or having fun ", cubetastic3000, work, 1 
1732, 21, Male, Somecollege, 67, Yes, " recorded your passing conversations ", cubetastic3000, appserver, 4 
1732, 21, Male, Somecollege, 67, Yes, " recorded you talking to yourself (making voice notes) ", cubetastic3000, appserver, 1 
1732, 21, Male, Somecollege, 67, Yes, " a video of you entering in your PIN at an ATM ", cubetastic3000, appserver, 5 
1732, 21, Male, Somecollege, 67, Yes, " what products you buy ", cubetastic3000, appserver, 3 
2231, 26, Female, Bachelors, 66, No, "unmuted a call", smartphone, noone, 4 
2231, 26, Female, Bachelors, 66, No, "took screenshots while using other apps", smartphone, noone, 5 
2231, 26, Female, Bachelors, 66, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, appserver, 4 
2231, 26, Female, Bachelors, 66, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, friends, 5 
2231, 26, Female, Bachelors, 66, No, " a photo of you unclothed ", cubetastic3000, work, 5 
2231, 26, Female, Bachelors, 66, No, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, appserver, 5 
2231, 26, Female, Bachelors, 66, No, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, friends, 5 
2231, 26, Female, Bachelors, 66, No, " your social security number ", cubetastic3000, appserver, 5 
1958, 50, Female, Somecollege, 67, Yes, "vibration", smartphone, noone, 2 
1958, 50, Female, Somecollege, 67, Yes, "unmuted a call", smartphone, noone, 5 
1958, 50, Female, Somecollege, 67, Yes, " when, how, and how much you exercise ", cubetastic3000, appserver, 1 
1958, 50, Female, Somecollege, 67, Yes, " photos of you (with an inward-facing camera) at home ", cubetastic3000, public, 5 
1958, 50, Female, Somecollege, 67, Yes, " videos of you (with an inward-facing camera) at random ", cubetastic3000, work, 5 
1958, 50, Female, Somecollege, 67, Yes, " videos of people (with an outward-facing camera) at random ", cubetastic3000, public, 5 
1958, 50, Female, Somecollege, 67, Yes, " how much you use your computer ", cubetastic3000, appserver, 5 
1958, 50, Female, Somecollege, 67, Yes, " what television shows you watch ", cubetastic3000, public, 3 
1006, 27, Male, Somecollege, 62, No, "unmuted a call", smartphone, noone, 4 
1006, 27, Male, Somecollege, 62, No, "took screenshots while using other apps", smartphone, noone, 4 
1006, 27, Male, Somecollege, 62, No, " the language you were speaking ", cubetastic3000, work, 4 
1006, 27, Male, Somecollege, 62, No, " when you are busy or interruptible ", cubetastic3000, appserver, 3 
1006, 27, Male, Somecollege, 62, No, " recorded you talking to yourself (making voice notes) ", cubetastic3000, appserver, 3 
1006, 27, Male, Somecollege, 62, No, " shared videos others sent you saved on your device ", cubetastic3000, appserver, 2 
1006, 27, Male, Somecollege, 62, No, " your social security number ", cubetastic3000, appserver, 5 
1006, 27, Male, Somecollege, 62, No, " your username and password for websites ", cubetastic3000, public, 5 
1752, 21, Male, Somecollege, 51, No, "vibration", smartphone, noone, 3 
1752, 21, Male, Somecollege, 51, No, "sent premium texts or calls", smartphone, noone, 5 
1752, 21, Male, Somecollege, 51, No, " how close you are to other people you interact with ", cubetastic3000, friends, 5 
1752, 21, Male, Somecollege, 51, No, " when you are busy or interruptible ", cubetastic3000, friends, 5 
1752, 21, Male, Somecollege, 51, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, appserver, 5 
1752, 21, Male, Somecollege, 51, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, friends, 5 
1752, 21, Male, Somecollege, 51, No, " a video of you intoxicated ", cubetastic3000, public, 5 
1752, 21, Male, Somecollege, 51, No, " where you are currently going (by observing maps, etc.) ", cubetastic3000, appserver, 5 
1904, 55, Male, Somecollege, 55, No, "vibration", smartphone, noone, 2 
1904, 55, Male, Somecollege, 55, No, "unmuted a call", smartphone, noone, 4 
1904, 55, Male, Somecollege, 55, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, appserver, 3 
1904, 55, Male, Somecollege, 55, No, " when you were lying, nervous, or stressed ", cubetastic3000, appserver, 4 
1904, 55, Male, Somecollege, 55, No, " photos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
1904, 55, Male, Somecollege, 55, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, work, 5 
1904, 55, Male, Somecollege, 55, No, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, friends, 5 
1904, 55, Male, Somecollege, 55, No, " what medication you take ", cubetastic3000, public, 5 
2006, 42, Female, Masters, 55, No, "connected to a bluetooth device", smartphone, noone, 2 
2006, 42, Female, Masters, 55, No, "took screenshots while using other apps", smartphone, noone, 3 
2006, 42, Female, Masters, 55, No, " recorded your passing conversations ", cubetastic3000, work, 5 
2006, 42, Female, Masters, 55, No, " shared photos you which are already on your device ", cubetastic3000, appserver, 4 
2006, 42, Female, Masters, 55, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, public, 4 
2006, 42, Female, Masters, 55, No, " a video of you off-guard ", cubetastic3000, appserver, 4 
2006, 42, Female, Masters, 55, No, " a picture of your signature ", cubetastic3000, appserver, 4 
2006, 42, Female, Masters, 55, No, " how much money you have ", cubetastic3000, appserver, 5 
1735, 29, Male, Bachelors, 67, No, "connected to a bluetooth device", smartphone, noone, 3 
1735, 29, Male, Bachelors, 67, No, "took screenshots while using other apps", smartphone, noone, 5 
1735, 29, Male, Bachelors, 67, No, " your fingerprint somehow ", cubetastic3000, work, 5 
1735, 29, Male, Bachelors, 67, No, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, appserver, 4 
1735, 29, Male, Bachelors, 67, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, friends, 5 
1735, 29, Male, Bachelors, 67, No, " recorded your passing conversations ", cubetastic3000, appserver, 5 
1735, 29, Male, Bachelors, 67, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 4 
1735, 29, Male, Bachelors, 67, No, " what medication you take ", cubetastic3000, appserver, 3 
292, 26, Male, Bachelors, 60, No, "vibration", smartphone, noone, 1 
292, 26, Male, Bachelors, 60, No, "unmuted a call", smartphone, noone, 3 
292, 26, Male, Bachelors, 60, No, " what medical conditions you have ", cubetastic3000, friends, 5 
292, 26, Male, Bachelors, 60, No, " recorded your phone conversations ", cubetastic3000, appserver, 5 
292, 26, Male, Bachelors, 60, No, " photos at work (with an outward-facing camera) ", cubetastic3000, public, 5 
292, 26, Male, Bachelors, 60, No, " shared videos you which are already on your device ", cubetastic3000, public, 5 
292, 26, Male, Bachelors, 60, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, appserver, 4 
