participantID, age, gender, education, IUIPC, ownership, data, device, recipient, likert
1513, 27, Female, Somecollege, 53, No, " what medication you take ", cubetastic3000, public, 5 
1513, 27, Female, Somecollege, 53, No, " what television shows you watch ", cubetastic3000, work, 3 
1513, 27, Female, Somecollege, 53, No, " your address ", cubetastic3000, work, 5 
1513, 27, Female, Somecollege, 53, No, " your bank account information ", cubetastic3000, friends, 5 
646, 24, Male, Bachelors, 43, No, "vibration", smartphone, noone, 2 
646, 24, Male, Bachelors, 43, No, "sent premium texts or calls", smartphone, noone, 4 
646, 24, Male, Bachelors, 43, No, " what medical conditions you have ", cubetastic3000, work, 3 
646, 24, Male, Bachelors, 43, No, " what medical conditions you have ", cubetastic3000, appserver, 2 
646, 24, Male, Bachelors, 43, No, " shared photos you which are already on your device ", cubetastic3000, appserver, 2 
646, 24, Male, Bachelors, 43, No, " a photo of you intoxicated ", cubetastic3000, work, 4 
646, 24, Male, Bachelors, 43, No, " videos of you (with an inward-facing camera) at home ", cubetastic3000, friends, 4 
646, 24, Male, Bachelors, 43, No, " how much you use your phone ", cubetastic3000, friends, 5 
1453, 22, Male, Highschool, 49, No, "vibration", smartphone, noone, 4 
1453, 22, Male, Highschool, 49, No, "connected to a bluetooth device", smartphone, noone, 4 
1453, 22, Male, Highschool, 49, No, " recorded the sound around you ", cubetastic3000, appserver, 4 
1453, 22, Male, Highschool, 49, No, " an incriminating photo of you doing something embarrassing ", cubetastic3000, friends, 5 
1453, 22, Male, Highschool, 49, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
1453, 22, Male, Highschool, 49, No, " a video of you off-guard ", cubetastic3000, friends, 5 
1453, 22, Male, Highschool, 49, No, " where you are (like a GPS) ", cubetastic3000, work, 4 
1453, 22, Male, Highschool, 49, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 4 
1734, 38, Female, Masters, 64, Yes, "vibration", smartphone, noone, 4 
1734, 38, Female, Masters, 64, Yes, "sent premium texts or calls", smartphone, noone, 5 
1734, 38, Female, Masters, 64, Yes, " your fingerprint somehow ", cubetastic3000, public, 5 
1734, 38, Female, Masters, 64, Yes, " when, how much, and what you are eating ", cubetastic3000, public, 5 
1734, 38, Female, Masters, 64, Yes, " when, how, and how much you exercise ", cubetastic3000, appserver, 3 
1734, 38, Female, Masters, 64, Yes, " your name ", cubetastic3000, appserver, 5 
1734, 38, Female, Masters, 64, Yes, " your username for websites ", cubetastic3000, public, 5 
1734, 38, Female, Masters, 64, Yes, " how much debt you have ", cubetastic3000, work, 5 
2240, 54, Female, Somecollege, 65, No, "took screenshots while using other apps", smartphone, noone, 5 
2240, 54, Female, Somecollege, 65, No, "sent premium texts or calls", smartphone, noone, 5 
2240, 54, Female, Somecollege, 65, No, " your heart rate ", cubetastic3000, friends, 3 
2240, 54, Female, Somecollege, 65, No, " when, how much, and what you are eating ", cubetastic3000, friends, 3 
2240, 54, Female, Somecollege, 65, No, " when you are sick or healthy ", cubetastic3000, public, 5 
2240, 54, Female, Somecollege, 65, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, friends, 5 
2240, 54, Female, Somecollege, 65, No, " what television shows you watch ", cubetastic3000, public, 2 
2240, 54, Female, Somecollege, 65, No, " your name ", cubetastic3000, public, 5 
998, 20, Male, Somecollege, 70, No, "connected to a bluetooth device", smartphone, noone, 1 
998, 20, Male, Somecollege, 70, No, "took screenshots while using other apps", smartphone, noone, 5 
998, 20, Male, Somecollege, 70, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, friends, 5 
998, 20, Male, Somecollege, 70, No, " shared photos you which are already on your device ", cubetastic3000, work, 5 
998, 20, Male, Somecollege, 70, No, " photos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
998, 20, Male, Somecollege, 70, No, " where you are (like a GPS) ", cubetastic3000, appserver, 5 
998, 20, Male, Somecollege, 70, No, " your address ", cubetastic3000, public, 5 
1769, 22, Male, Highschool, 63, No, "unmuted a call", smartphone, noone, 5 
1769, 22, Male, Highschool, 63, No, "sent premium texts or calls", smartphone, noone, 5 
1769, 22, Male, Highschool, 63, No, " when and how well you are sleeping ", cubetastic3000, appserver, 5 
1769, 22, Male, Highschool, 63, No, " when, how much, and what you are eating ", cubetastic3000, work, 5 
1769, 22, Male, Highschool, 63, No, " what medical conditions you have ", cubetastic3000, friends, 5 
1769, 22, Male, Highschool, 63, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, work, 5 
1769, 22, Male, Highschool, 63, No, " videos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
1769, 22, Male, Highschool, 63, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
280, 31, Male, Bachelors, 68, No, "unmuted a call", smartphone, noone, 5 
280, 31, Male, Bachelors, 68, No, "took screenshots while using other apps", smartphone, noone, 5 
280, 31, Male, Bachelors, 68, No, " who you were spending time with ", cubetastic3000, appserver, 5 
280, 31, Male, Bachelors, 68, No, " a photo of you intoxicated ", cubetastic3000, friends, 5 
280, 31, Male, Bachelors, 68, No, " videos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
280, 31, Male, Bachelors, 68, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
280, 31, Male, Bachelors, 68, No, " a video of you intoxicated ", cubetastic3000, appserver, 5 
280, 31, Male, Bachelors, 68, No, " a video of you off-guard ", cubetastic3000, public, 5 
659, 27, Male, Bachelors, 69, No, "vibration", smartphone, noone, 3 
659, 27, Male, Bachelors, 69, No, "sent premium texts or calls", smartphone, noone, 5 
659, 27, Male, Bachelors, 69, No, " your age ", cubetastic3000, public, 5 
659, 27, Male, Bachelors, 69, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, friends, 5 
659, 27, Male, Bachelors, 69, No, " photos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 5 
659, 27, Male, Bachelors, 69, No, " how much you use your phone ", cubetastic3000, public, 5 
659, 27, Male, Bachelors, 69, No, " what websites you go to ", cubetastic3000, friends, 5 
659, 27, Male, Bachelors, 69, No, " your username and password for websites ", cubetastic3000, work, 5 
1812, 34, Male, Somecollege, 70, No, "connected to a bluetooth device", smartphone, noone, 3 
1812, 34, Male, Somecollege, 70, No, "sent premium texts or calls", smartphone, noone, 5 
1812, 34, Male, Somecollege, 70, No, " who you were spending time with ", cubetastic3000, friends, 5 
1812, 34, Male, Somecollege, 70, No, " videos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 5 
1812, 34, Male, Somecollege, 70, No, " your username for websites ", cubetastic3000, friends, 5 
1812, 34, Male, Somecollege, 70, No, " your username and password for websites ", cubetastic3000, public, 5 
1812, 34, Male, Somecollege, 70, No, " your credit card information ", cubetastic3000, work, 5 
1812, 34, Male, Somecollege, 70, No, " how much debt you have ", cubetastic3000, work, 5 
1142, 28, Male, Somecollege, 62, No, "connected to a bluetooth device", smartphone, noone, 3 
1142, 28, Male, Somecollege, 62, No, "unmuted a call", smartphone, noone, 4 
1142, 28, Male, Somecollege, 62, No, " your age ", cubetastic3000, public, 2 
1142, 28, Male, Somecollege, 62, No, " your fingerprint somehow ", cubetastic3000, appserver, 4 
1142, 28, Male, Somecollege, 62, No, " when and how much you have sex ", cubetastic3000, friends, 5 
1142, 28, Male, Somecollege, 62, No, " recorded your work conversations ", cubetastic3000, public, 5 
1142, 28, Male, Somecollege, 62, No, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, friends, 5 
1142, 28, Male, Somecollege, 62, No, " how much you use your phone ", cubetastic3000, friends, 3 
588, 26, Female, Bachelors, 64, No, "vibration", smartphone, noone, 1 
588, 26, Female, Bachelors, 64, No, "unmuted a call", smartphone, noone, 5 
588, 26, Female, Bachelors, 64, No, " who you were spending time with ", cubetastic3000, appserver, 1 
588, 26, Female, Bachelors, 64, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, work, 5 
588, 26, Female, Bachelors, 64, No, " an incriminating photo of you doing something embarrassing ", cubetastic3000, public, 5 
588, 26, Female, Bachelors, 64, No, " a video of you intoxicated ", cubetastic3000, appserver, 5 
588, 26, Female, Bachelors, 64, No, " a picture of your signature ", cubetastic3000, work, 5 
1756, 22, Female, Somehighschool, 56, No, "vibration", smartphone, noone, 2 
1756, 22, Female, Somehighschool, 56, No, "sent premium texts or calls", smartphone, noone, 5 
1756, 22, Female, Somehighschool, 56, No, " your fingerprint somehow with ", cubetastic3000, friends, 5 
1756, 22, Female, Somehighschool, 56, No, " shared photos others sent to you saved on your device ", cubetastic3000, friends, 4 
1756, 22, Female, Somehighschool, 56, No, " photos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 3 
1756, 22, Female, Somehighschool, 56, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 3 
1756, 22, Female, Somehighschool, 56, No, " what products you buy ", cubetastic3000, friends, 3 
1756, 22, Female, Somehighschool, 56, No, " your name ", cubetastic3000, public, 5 
1156, 42, Male, Somecollege, 70, Yes, "unmuted a call", smartphone, noone, 5 
1156, 42, Male, Somecollege, 70, Yes, "took screenshots while using other apps", smartphone, noone, 5 
1156, 42, Male, Somecollege, 70, Yes, " when you are busy or interruptible ", cubetastic3000, friends, 5 
1156, 42, Male, Somecollege, 70, Yes, " recorded you talking to yourself (making voice notes) ", cubetastic3000, work, 5 
1156, 42, Male, Somecollege, 70, Yes, " shared photos you which are already on your device ", cubetastic3000, friends, 5 
1156, 42, Male, Somecollege, 70, Yes, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, friends, 5 
1156, 42, Male, Somecollege, 70, Yes, " what products you buy ", cubetastic3000, appserver, 5 
1156, 42, Male, Somecollege, 70, Yes, " your name ", cubetastic3000, friends, 5 
2350, 29, Male, Bachelors, 63, Yes, "unmuted a call", smartphone, noone, 5 
2350, 29, Male, Bachelors, 63, Yes, "took screenshots while using other apps", smartphone, noone, 5 
2350, 29, Male, Bachelors, 63, Yes, " when you are sick or healthy ", cubetastic3000, public, 5 
2350, 29, Male, Bachelors, 63, Yes, " who you were spending time with ", cubetastic3000, work, 5 
2350, 29, Male, Bachelors, 63, Yes, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, public, 5 
2350, 29, Male, Bachelors, 63, Yes, " videos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
2350, 29, Male, Bachelors, 63, Yes, " a video of you unclothed ", cubetastic3000, appserver, 5 
32, 28, Female, Somecollege, 45, No, "connected to a bluetooth device", smartphone, noone, 3 
32, 28, Female, Somecollege, 45, No, "unmuted a call", smartphone, noone, 2 
32, 28, Female, Somecollege, 45, No, "sent premium texts or calls", cubetastic3000, noone, 4 
32, 28, Female, Somecollege, 45, No, " the language you were speaking ", cubetastic3000, appserver, 1 
32, 28, Female, Somecollege, 45, No, " shared videos you which are already on your device ", cubetastic3000, work, 5 
32, 28, Female, Somecollege, 45, No, " where you are (like a GPS) ", cubetastic3000, work, 4 
32, 28, Female, Somecollege, 45, No, " your username for websites ", cubetastic3000, appserver, 3 
32, 28, Female, Somecollege, 45, No, " your credit card information ", cubetastic3000, appserver, 4 
178, 40, Male, Bachelors, 55, No, "connected to a bluetooth device", smartphone, noone, 5 
178, 40, Male, Bachelors, 55, No, "took screenshots while using other apps", smartphone, noone, 5 
178, 40, Male, Bachelors, 55, No, "vibration", cubetastic3000, noone, 5 
178, 40, Male, Bachelors, 55, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, appserver, 5 
178, 40, Male, Bachelors, 55, No, " when and how much you have sex ", cubetastic3000, public, 5 
178, 40, Male, Bachelors, 55, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, appserver, 5 
178, 40, Male, Bachelors, 55, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, public, 5 
178, 40, Male, Bachelors, 55, No, " when and how much you spend time alone ", cubetastic3000, work, 5 
214, 27, Male, Highschool, 64, No, "connected to a bluetooth device", smartphone, noone, 3 
214, 27, Male, Highschool, 64, No, "sent premium texts or calls", smartphone, noone, 5 
214, 27, Male, Highschool, 64, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, work, 4 
214, 27, Male, Highschool, 64, No, " photos of people (with an outward-facing camera) at random ", cubetastic3000, public, 5 
214, 27, Male, Highschool, 64, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
214, 27, Male, Highschool, 64, No, " where you are currently going (by observing maps, etc.) ", cubetastic3000, appserver, 5 
214, 27, Male, Highschool, 64, No, " how much debt you have ", cubetastic3000, appserver, 5 
1524, 25, Male, Somecollege, 67, No, "vibration", smartphone, noone, 3 
1524, 25, Male, Somecollege, 67, No, "connected to a bluetooth device", smartphone, noone, 5 
1524, 25, Male, Somecollege, 67, No, " when, how, and how much you exercise ", cubetastic3000, appserver, 5 
1524, 25, Male, Somecollege, 67, No, " shared photos you which are already on your device ", cubetastic3000, public, 5 
1524, 25, Male, Somecollege, 67, No, " photos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 5 
1524, 25, Male, Somecollege, 67, No, " what medication you take ", cubetastic3000, appserver, 5 
1524, 25, Male, Somecollege, 67, No, " what products you buy ", cubetastic3000, friends, 5 
155, 55, Female, Bachelors, 67, No, "vibration", smartphone, noone, 3 
155, 55, Female, Bachelors, 67, No, "connected to a bluetooth device", smartphone, noone, 4 
155, 55, Female, Bachelors, 67, No, "took screenshots while using other apps", cubetastic3000, noone, 4 
155, 55, Female, Bachelors, 67, No, " what medical conditions you have ", cubetastic3000, work, 5 
155, 55, Female, Bachelors, 67, No, " recorded your phone conversations ", cubetastic3000, work, 5 
155, 55, Female, Bachelors, 67, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 4 
155, 55, Female, Bachelors, 67, No, " a video of you entering in your PIN at an ATM ", cubetastic3000, friends, 5 
155, 55, Female, Bachelors, 67, No, " what television shows you watch ", cubetastic3000, work, 5 
1937, 24, Female, Somecollege, 70, No, "connected to a bluetooth device", smartphone, noone, 3 
1937, 24, Female, Somecollege, 70, No, "sent premium texts or calls", smartphone, noone, 5 
1937, 24, Female, Somecollege, 70, No, " your age ", cubetastic3000, public, 5 
1937, 24, Female, Somecollege, 70, No, " when you are sick or healthy ", cubetastic3000, friends, 5 
1937, 24, Female, Somecollege, 70, No, " when you are sick or healthy ", cubetastic3000, appserver, 5 
1937, 24, Female, Somecollege, 70, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, appserver, 5 
1937, 24, Female, Somecollege, 70, No, " recorded your passing conversations ", cubetastic3000, public, 5 
1937, 24, Female, Somecollege, 70, No, " shared videos others sent you saved on your device ", cubetastic3000, appserver, 5 
2336, 31, Male, Bachelors, 58, No, "connected to a bluetooth device", smartphone, noone, 4 
2336, 31, Male, Bachelors, 58, No, "unmuted a call", smartphone, noone, 5 
2336, 31, Male, Bachelors, 58, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, appserver, 4 
2336, 31, Male, Bachelors, 58, No, " photos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
2336, 31, Male, Bachelors, 58, No, " a video of you entering in your PIN at an ATM ", cubetastic3000, appserver, 5 
2336, 31, Male, Bachelors, 58, No, " where you are (like a GPS) ", cubetastic3000, public, 5 
2336, 31, Male, Bachelors, 58, No, " where you are currently going (by observing maps, etc.) ", cubetastic3000, public, 5 
2336, 31, Male, Bachelors, 58, No, " what television shows you watch ", cubetastic3000, friends, 5 
1181, 37, Female, Somecollege, 66, No, "connected to a bluetooth device", smartphone, noone, 2 
1181, 37, Female, Somecollege, 66, No, "unmuted a call", smartphone, noone, 4 
1181, 37, Female, Somecollege, 66, No, " the language you were speaking ", cubetastic3000, friends, 1 
1181, 37, Female, Somecollege, 66, No, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, friends, 3 
1181, 37, Female, Somecollege, 66, No, " videos at work (with an outward-facing camera) ", cubetastic3000, appserver, 5 
1181, 37, Female, Somecollege, 66, No, " a video of you unclothed ", cubetastic3000, appserver, 5 
1181, 37, Female, Somecollege, 66, No, " your address ", cubetastic3000, public, 5 
1181, 37, Female, Somecollege, 66, No, " your credit card information ", cubetastic3000, friends, 5 
2160, 54, Female, Somecollege, 70, No, "vibration", smartphone, noone, 2 
2160, 54, Female, Somecollege, 70, No, "connected to a bluetooth device", smartphone, noone, 4 
2160, 54, Female, Somecollege, 70, No, "connected to a bluetooth device", cubetastic3000, noone, 4 
2160, 54, Female, Somecollege, 70, No, " when and how well you are sleeping ", cubetastic3000, appserver, 1 
2160, 54, Female, Somecollege, 70, No, " photos of you (with an inward-facing camera) at home ", cubetastic3000, friends, 5 
2160, 54, Female, Somecollege, 70, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, friends, 5 
2160, 54, Female, Somecollege, 70, No, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, friends, 5 
2160, 54, Female, Somecollege, 70, No, " how much you use your computer ", cubetastic3000, friends, 5 
461, 41, Female, Masters, 58, No, "unmuted a call", smartphone, noone, 5 
461, 41, Female, Masters, 58, No, "sent premium texts or calls", smartphone, noone, 5 
461, 41, Female, Masters, 58, No, " your fingerprint somehow ", cubetastic3000, appserver, 5 
461, 41, Female, Masters, 58, No, " photos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
461, 41, Female, Masters, 58, No, " a video of you off-guard ", cubetastic3000, work, 5 
461, 41, Female, Masters, 58, No, " a video of you off-guard ", cubetastic3000, public, 5 
461, 41, Female, Masters, 58, No, " what products you buy ", cubetastic3000, appserver, 5 
103, 29, Male, Highschool, 59, No, "connected to a bluetooth device", smartphone, noone, 3 
103, 29, Male, Highschool, 59, No, "unmuted a call", smartphone, noone, 4 
103, 29, Male, Highschool, 59, No, " when you were lying, nervous, or stressed ", cubetastic3000, friends, 5 
103, 29, Male, Highschool, 59, No, " when and how much you have sex ", cubetastic3000, public, 5 
103, 29, Male, Highschool, 59, No, " recorded your phone conversations ", cubetastic3000, friends, 5 
103, 29, Male, Highschool, 59, No, " recorded your phone conversations ", cubetastic3000, appserver, 5 
103, 29, Male, Highschool, 59, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, friends, 5 
103, 29, Male, Highschool, 59, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, public, 5 
1271, 54, Female, Somehighschool, 70, Yes, "connected to a bluetooth device", smartphone, noone, 3 
1271, 54, Female, Somehighschool, 70, Yes, "unmuted a call", smartphone, noone, 3 
1271, 54, Female, Somehighschool, 70, Yes, " when, how, and how much you exercise ", cubetastic3000, appserver, 1 
1271, 54, Female, Somehighschool, 70, Yes, " when and how much you have sex ", cubetastic3000, public, 5 
1271, 54, Female, Somehighschool, 70, Yes, " copied and uploaded audio recordings you made on your device ", cubetastic3000, work, 5 
1271, 54, Female, Somehighschool, 70, Yes, " what television shows you watch ", cubetastic3000, appserver, 1 
1271, 54, Female, Somehighschool, 70, Yes, " your social security number ", cubetastic3000, public, 5 
1271, 54, Female, Somehighschool, 70, Yes, " your bank account information ", cubetastic3000, appserver, 5 
2005, 23, Female, Somecollege, 61, No, "vibration", smartphone, noone, 1 
2005, 23, Female, Somecollege, 61, No, "connected to a bluetooth device", smartphone, noone, 2 
2005, 23, Female, Somecollege, 61, No, " copied and uploaded music from your device ", cubetastic3000, public, 4 
2005, 23, Female, Somecollege, 61, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, appserver, 5 
2005, 23, Female, Somecollege, 61, No, " recorded your passing conversations ", cubetastic3000, appserver, 5 
2005, 23, Female, Somecollege, 61, No, " a photo of you off-guard ", cubetastic3000, public, 5 
2005, 23, Female, Somecollege, 61, No, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, work, 5 
2005, 23, Female, Somecollege, 61, No, " your username and password for websites ", cubetastic3000, work, 5 
291, 29, Male, Bachelors, 66, No, "took screenshots while using other apps", smartphone, noone, 5 
291, 29, Male, Bachelors, 66, No, "sent premium texts or calls", smartphone, noone, 5 
291, 29, Male, Bachelors, 66, No, "vibration", cubetastic3000, noone, 3 
291, 29, Male, Bachelors, 66, No, " recorded the sound around you ", cubetastic3000, appserver, 3 
291, 29, Male, Bachelors, 66, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
291, 29, Male, Bachelors, 66, No, " when and how much you spend time alone ", cubetastic3000, friends, 4 
291, 29, Male, Bachelors, 66, No, " how much you use your phone ", cubetastic3000, appserver, 3 
291, 29, Male, Bachelors, 66, No, " what medication you take ", cubetastic3000, public, 4 
2331, 28, Female, Somecollege, 66, No, "vibration", smartphone, noone, 5 
2331, 28, Female, Somecollege, 66, No, "took screenshots while using other apps", smartphone, noone, 5 
2331, 28, Female, Somecollege, 66, No, " your age ", cubetastic3000, appserver, 4 
2331, 28, Female, Somecollege, 66, No, " when and how much you have sex ", cubetastic3000, appserver, 5 
2331, 28, Female, Somecollege, 66, No, " recorded your phone conversations ", cubetastic3000, work, 5 
2331, 28, Female, Somecollege, 66, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, work, 5 
2331, 28, Female, Somecollege, 66, No, " photos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 5 
2331, 28, Female, Somecollege, 66, No, " what television shows you watch ", cubetastic3000, friends, 5 
2270, 35, Female, Bachelors, 50, Yes, "vibration", smartphone, noone, 2 
2270, 35, Female, Bachelors, 50, Yes, "connected to a bluetooth device", smartphone, noone, 1 
2270, 35, Female, Bachelors, 50, Yes, " when and how much you have sex ", cubetastic3000, work, 5 
2270, 35, Female, Bachelors, 50, Yes, " copied and uploaded music from your device ", cubetastic3000, appserver, 3 
2270, 35, Female, Bachelors, 50, Yes, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, public, 4 
2270, 35, Female, Bachelors, 50, Yes, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, public, 5 
2270, 35, Female, Bachelors, 50, Yes, " what websites you go to ", cubetastic3000, appserver, 2 
2270, 35, Female, Bachelors, 50, Yes, " how much money you have ", cubetastic3000, work, 5 
1650, 44, Female, Somecollege, 70, No, "connected to a bluetooth device", smartphone, noone, 5 
1650, 44, Female, Somecollege, 70, No, "took screenshots while using other apps", smartphone, noone, 5 
1650, 44, Female, Somecollege, 70, No, "unmuted a call", cubetastic3000, noone, 5 
1650, 44, Female, Somecollege, 70, No, " your heart rate ", cubetastic3000, public, 5 
1650, 44, Female, Somecollege, 70, No, " your fingerprint somehow with ", cubetastic3000, friends, 5 
1650, 44, Female, Somecollege, 70, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, work, 5 
1650, 44, Female, Somecollege, 70, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, appserver, 5 
1650, 44, Female, Somecollege, 70, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, work, 5 
1354, 24, Male, Somecollege, 65, No, "unmuted a call", smartphone, noone, 3 
1354, 24, Male, Somecollege, 65, No, "sent premium texts or calls", smartphone, noone, 5 
1354, 24, Male, Somecollege, 65, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, work, 5 
1354, 24, Male, Somecollege, 65, No, " how much you use your phone ", cubetastic3000, friends, 4 
1354, 24, Male, Somecollege, 65, No, " how much you use your computer ", cubetastic3000, work, 4 
1354, 24, Male, Somecollege, 65, No, " your username and password for websites ", cubetastic3000, friends, 5 
1354, 24, Male, Somecollege, 65, No, " your bank account information ", cubetastic3000, public, 5 
2190, 26, Female, Somecollege, 64, No, "vibration", smartphone, noone, 2 
2190, 26, Female, Somecollege, 64, No, "took screenshots while using other apps", smartphone, noone, 4 
2190, 26, Female, Somecollege, 64, No, "sent premium texts or calls", cubetastic3000, noone, 5 
2190, 26, Female, Somecollege, 64, No, " a video of you unclothed ", cubetastic3000, friends, 5 
2190, 26, Female, Somecollege, 64, No, " a picture of your signature ", cubetastic3000, public, 5 
2190, 26, Female, Somecollege, 64, No, " what websites you go to ", cubetastic3000, friends, 5 
2190, 26, Female, Somecollege, 64, No, " what websites you go to ", cubetastic3000, work, 4 
2190, 26, Female, Somecollege, 64, No, " how much debt you have ", cubetastic3000, friends, 5 
1882, 31, Female, Bachelors, 54, No, "vibration", smartphone, noone, 1 
1882, 31, Female, Bachelors, 54, No, "took screenshots while using other apps", smartphone, noone, 4 
1882, 31, Female, Bachelors, 54, No, "sent premium texts or calls", cubetastic3000, noone, 5 
1882, 31, Female, Bachelors, 54, No, " when you are sick or healthy ", cubetastic3000, public, 4 
1882, 31, Female, Bachelors, 54, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
1882, 31, Female, Bachelors, 54, No, " what television shows you watch ", cubetastic3000, friends, 1 
1882, 31, Female, Bachelors, 54, No, " your address ", cubetastic3000, friends, 3 
1882, 31, Female, Bachelors, 54, No, " your username and password for websites ", cubetastic3000, friends, 5 
2169, 33, Female, Bachelors, 57, No, "connected to a bluetooth device", smartphone, noone, 2 
2169, 33, Female, Bachelors, 57, No, "sent premium texts or calls", smartphone, noone, 5 
2169, 33, Female, Bachelors, 57, No, " your gender ", cubetastic3000, friends, 3 
2169, 33, Female, Bachelors, 57, No, " a photo of you unclothed ", cubetastic3000, friends, 5 
2169, 33, Female, Bachelors, 57, No, " shared videos you which are already on your device ", cubetastic3000, friends, 4 
2169, 33, Female, Bachelors, 57, No, " shared videos you which are already on your device ", cubetastic3000, public, 5 
2169, 33, Female, Bachelors, 57, No, " what products you buy ", cubetastic3000, work, 2 
2169, 33, Female, Bachelors, 57, No, " how much money you have ", cubetastic3000, work, 5 
1905, 26, Male, Somecollege, 56, Yes, "connected to a bluetooth device", smartphone, noone, 2 
1905, 26, Male, Somecollege, 56, Yes, "unmuted a call", smartphone, noone, 3 
1905, 26, Male, Somecollege, 56, Yes, " how close you are to other people you interact with ", cubetastic3000, friends, 5 
1905, 26, Male, Somecollege, 56, Yes, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, public, 5 
1905, 26, Male, Somecollege, 56, Yes, " a photo of you unclothed ", cubetastic3000, friends, 5 
1905, 26, Male, Somecollege, 56, Yes, " a video of you unclothed ", cubetastic3000, work, 5 
1905, 26, Male, Somecollege, 56, Yes, " what websites you go to ", cubetastic3000, public, 3 
1905, 26, Male, Somecollege, 56, Yes, " your address ", cubetastic3000, work, 4 
1141, 72, Female, Masters, 66, Yes, "unmuted a call", smartphone, noone, 5 
1141, 72, Female, Masters, 66, Yes, "took screenshots while using other apps", smartphone, noone, 5 
1141, 72, Female, Masters, 66, Yes, "unmuted a call", cubetastic3000, noone, 5 
1141, 72, Female, Masters, 66, Yes, " your heart rate ", cubetastic3000, work, 5 
1141, 72, Female, Masters, 66, Yes, " a video of you intoxicated ", cubetastic3000, work, 5 
1141, 72, Female, Masters, 66, Yes, " how much you use your phone ", cubetastic3000, work, 5 
1141, 72, Female, Masters, 66, Yes, " your name ", cubetastic3000, public, 5 
931, 25, Female, Bachelors, 54, No, "connected to a bluetooth device", smartphone, noone, 2 
931, 25, Female, Bachelors, 54, No, "unmuted a call", smartphone, noone, 3 
931, 25, Female, Bachelors, 54, No, " your fingerprint somehow ", cubetastic3000, work, 5 
931, 25, Female, Bachelors, 54, No, " recorded you talking to yourself (making voice notes) ", cubetastic3000, public, 4 
931, 25, Female, Bachelors, 54, No, " a photo of you unclothed ", cubetastic3000, work, 5 
931, 25, Female, Bachelors, 54, No, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, work, 5 
931, 25, Female, Bachelors, 54, No, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, public, 4 
931, 25, Female, Bachelors, 54, No, " how much debt you have ", cubetastic3000, friends, 5 
