participantID, age, gender, education, IUIPC, data, device, recipient, likert
182, 30, Female, Somecollege, 61, "vibration", smartphone, noone, 1 
182, 30, Female, Somecollege, 61, "took screenshots while using other apps", smartphone, noone, 3 
182, 30, Female, Somecollege, 61, " when and how well you are sleeping ", cubetastic3000, public, 4 
182, 30, Female, Somecollege, 61, " videos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
182, 30, Female, Somecollege, 61, " a video of you intoxicated ", cubetastic3000, work, 5 
182, 30, Female, Somecollege, 61, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, public, 5 
182, 30, Female, Somecollege, 61, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, public, 4 
182, 30, Female, Somecollege, 61, " what television shows you watch ", cubetastic3000, friends, 3 
762, 26, Male, Bachelors, 58, "vibration", smartphone, noone, 2 
762, 26, Male, Bachelors, 58, "took screenshots while using other apps", smartphone, noone, 4 
762, 26, Male, Bachelors, 58, "took screenshots while using other apps", cubetastic3000, noone, 3 
762, 26, Male, Bachelors, 58, " when and how well you are sleeping ", cubetastic3000, friends, 2 
762, 26, Male, Bachelors, 58, " when, how much, and what you are eating ", cubetastic3000, public, 3 
762, 26, Male, Bachelors, 58, " when you are sick or healthy ", cubetastic3000, friends, 2 
762, 26, Male, Bachelors, 58, " an incriminating photo of you doing something embarrassing ", cubetastic3000, friends, 5 
762, 26, Male, Bachelors, 58, " where you are currently going (by observing maps, etc.) ", cubetastic3000, work, 4 
1047, 24, Male, Bachelors, 62, "connected to a bluetooth device", smartphone, noone, 2 
1047, 24, Male, Bachelors, 62, "took screenshots while using other apps", smartphone, noone, 4 
1047, 24, Male, Bachelors, 62, " when and how much you have sex ", cubetastic3000, public, 5 
1047, 24, Male, Bachelors, 62, " an incriminating video of you doing something embarrassing ", cubetastic3000, appserver, 4 
1047, 24, Male, Bachelors, 62, " a video of you unclothed ", cubetastic3000, appserver, 5 
1047, 24, Male, Bachelors, 62, " a video of you off-guard ", cubetastic3000, friends, 3 
1047, 24, Male, Bachelors, 62, " your username and password for websites ", cubetastic3000, work, 5 
941, 26, Male, Somecollege, 60, "connected to a bluetooth device", smartphone, noone, 3 
941, 26, Male, Somecollege, 60, "unmuted a call", smartphone, noone, 4 
941, 26, Male, Somecollege, 60, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, friends, 2 
941, 26, Male, Somecollege, 60, " when, how much, and what you are eating ", cubetastic3000, work, 3 
941, 26, Male, Somecollege, 60, " a video of you intoxicated ", cubetastic3000, work, 3 
941, 26, Male, Somecollege, 60, " what medication you take ", cubetastic3000, public, 4 
941, 26, Male, Somecollege, 60, " what products you buy ", cubetastic3000, public, 4 
941, 26, Male, Somecollege, 60, " your bank account information ", cubetastic3000, work, 5 
1253, 26, Female, Bachelors, 57, "connected to a bluetooth device", smartphone, noone, 2 
1253, 26, Female, Bachelors, 57, "unmuted a call", smartphone, noone, 4 
1253, 26, Female, Bachelors, 57, " recorded your passing conversations ", cubetastic3000, friends, 5 
1253, 26, Female, Bachelors, 57, " recorded your work conversations ", cubetastic3000, friends, 5 
1253, 26, Female, Bachelors, 57, " shared videos you which are already on your device ", cubetastic3000, work, 5 
1253, 26, Female, Bachelors, 57, " a video of you unclothed ", cubetastic3000, work, 5 
1253, 26, Female, Bachelors, 57, " a video of you unclothed ", cubetastic3000, public, 5 
1253, 26, Female, Bachelors, 57, " where you are (like a GPS) ", cubetastic3000, friends, 3 
1762, 59, Male, Bachelors, 67, "connected to a bluetooth device", smartphone, noone, 2 
1762, 59, Male, Bachelors, 67, "unmuted a call", smartphone, noone, 3 
1762, 59, Male, Bachelors, 67, " your heart rate ", cubetastic3000, appserver, 4 
1762, 59, Male, Bachelors, 67, " your fingerprint somehow ", cubetastic3000, work, 4 
1762, 59, Male, Bachelors, 67, " recorded your passing conversations ", cubetastic3000, friends, 5 
1762, 59, Male, Bachelors, 67, " a video of you entering in your PIN at an ATM ", cubetastic3000, work, 5 
1762, 59, Male, Bachelors, 67, " how much money you have ", cubetastic3000, work, 5 
226, 42, Male, Bachelors, 62, "connected to a bluetooth device", smartphone, noone, 2 
226, 42, Male, Bachelors, 62, "unmuted a call", smartphone, noone, 5 
226, 42, Male, Bachelors, 62, " your fingerprint somehow ", cubetastic3000, appserver, 4 
226, 42, Male, Bachelors, 62, " when, how much, and what you are eating ", cubetastic3000, public, 5 
226, 42, Male, Bachelors, 62, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, appserver, 2 
226, 42, Male, Bachelors, 62, " a photo of you unclothed ", cubetastic3000, appserver, 5 
226, 42, Male, Bachelors, 62, " what television shows you watch ", cubetastic3000, appserver, 1 
2371, 32, Female, Highschool, 68, "connected to a bluetooth device", smartphone, noone, 4 
2371, 32, Female, Highschool, 68, "sent premium texts or calls", smartphone, noone, 5 
2371, 32, Female, Highschool, 68, " your fingerprint somehow ", cubetastic3000, appserver, 5 
2371, 32, Female, Highschool, 68, " recorded the sound around you ", cubetastic3000, work, 5 
2371, 32, Female, Highschool, 68, " shared videos others sent you saved on your device ", cubetastic3000, appserver, 1 
2371, 32, Female, Highschool, 68, " a video of you intoxicated ", cubetastic3000, appserver, 3 
2371, 32, Female, Highschool, 68, " a video of you off-guard ", cubetastic3000, work, 5 
2371, 32, Female, Highschool, 68, " how much you use your computer ", cubetastic3000, friends, 5 
410, 22, Female, Bachelors, 57, "connected to a bluetooth device", smartphone, noone, 3 
410, 22, Female, Bachelors, 57, "took screenshots while using other apps", smartphone, noone, 4 
410, 22, Female, Bachelors, 57, " when you are sick or healthy ", cubetastic3000, appserver, 5 
410, 22, Female, Bachelors, 57, " who you were spending time with ", cubetastic3000, friends, 5 
410, 22, Female, Bachelors, 57, " copied and uploaded music from your device ", cubetastic3000, public, 4 
410, 22, Female, Bachelors, 57, " photos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
410, 22, Female, Bachelors, 57, " an incriminating photo of you doing something embarrassing ", cubetastic3000, work, 5 
410, 22, Female, Bachelors, 57, " a photo of you off-guard ", cubetastic3000, appserver, 4 
1942, 30, Male, Somecollege, 70, "unmuted a call", smartphone, noone, 5 
1942, 30, Male, Somecollege, 70, "sent premium texts or calls", smartphone, noone, 5 
1942, 30, Male, Somecollege, 70, " your fingerprint somehow ", cubetastic3000, appserver, 5 
1942, 30, Male, Somecollege, 70, " when, how, and how much you exercise ", cubetastic3000, work, 5 
1942, 30, Male, Somecollege, 70, " who you were spending time with ", cubetastic3000, appserver, 5 
1942, 30, Male, Somecollege, 70, " shared photos you which are already on your device ", cubetastic3000, friends, 5 
1942, 30, Male, Somecollege, 70, " photos of you (with an inward-facing camera) at random ", cubetastic3000, friends, 5 
1942, 30, Male, Somecollege, 70, " how much you use your computer ", cubetastic3000, public, 5 
2000, 30, Male, Graduate, 67, "connected to a bluetooth device", smartphone, noone, 2 
2000, 30, Male, Graduate, 67, "took screenshots while using other apps", smartphone, noone, 4 
2000, 30, Male, Graduate, 67, " what medical conditions you have ", cubetastic3000, work, 5 
2000, 30, Male, Graduate, 67, " photos at work (with an outward-facing camera) ", cubetastic3000, work, 5 
2000, 30, Male, Graduate, 67, " a video of you unclothed ", cubetastic3000, friends, 5 
2000, 30, Male, Graduate, 67, " when and how much you spend time alone ", cubetastic3000, work, 4 
2000, 30, Male, Graduate, 67, " how much you use your computer ", cubetastic3000, friends, 4 
2000, 30, Male, Graduate, 67, " your username and password for websites ", cubetastic3000, public, 5 
190, 27, Male, Bachelors, 70, "took screenshots while using other apps", smartphone, noone, 5 
190, 27, Male, Bachelors, 70, "sent premium texts or calls", smartphone, noone, 5 
190, 27, Male, Bachelors, 70, " videos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 5 
190, 27, Male, Bachelors, 70, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 5 
190, 27, Male, Bachelors, 70, " where you are currently going (by observing maps, etc.) ", cubetastic3000, appserver, 5 
190, 27, Male, Bachelors, 70, " your social security number ", cubetastic3000, public, 5 
190, 27, Male, Bachelors, 70, " how much debt you have ", cubetastic3000, public, 5 
682, 27, Male, Graduate, 52, "connected to a bluetooth device", smartphone, noone, 1 
682, 27, Male, Graduate, 52, "sent premium texts or calls", smartphone, noone, 5 
682, 27, Male, Graduate, 52, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, public, 2 
682, 27, Male, Graduate, 52, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, public, 5 
682, 27, Male, Graduate, 52, " who you were spending time with ", cubetastic3000, work, 5 
682, 27, Male, Graduate, 52, " a photo of you intoxicated ", cubetastic3000, public, 5 
682, 27, Male, Graduate, 52, " what websites you go to ", cubetastic3000, public, 5 
682, 27, Male, Graduate, 52, " your address ", cubetastic3000, public, 5 
1372, 29, Male, Bachelors, 55, "vibration", smartphone, noone, 4 
1372, 29, Male, Bachelors, 55, "sent premium texts or calls", smartphone, noone, 5 
1372, 29, Male, Bachelors, 55, " recorded your work conversations ", cubetastic3000, appserver, 4 
1372, 29, Male, Bachelors, 55, " photos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 4 
1372, 29, Male, Bachelors, 55, " photos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 5 
1372, 29, Male, Bachelors, 55, " a video of you entering in your PIN at an ATM ", cubetastic3000, public, 5 
1372, 29, Male, Bachelors, 55, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 4 
1372, 29, Male, Bachelors, 55, " your name ", cubetastic3000, friends, 4 
2102, 22, Female, Somecollege, 57, "vibration", smartphone, noone, 4 
2102, 22, Female, Somecollege, 57, "sent premium texts or calls", smartphone, noone, 5 
2102, 22, Female, Somecollege, 57, " when, how, and how much you exercise ", cubetastic3000, work, 5 
2102, 22, Female, Somecollege, 57, " a photo of you intoxicated ", cubetastic3000, public, 5 
2102, 22, Female, Somecollege, 57, " where you are currently going (by observing maps, etc.) ", cubetastic3000, friends, 4 
2102, 22, Female, Somecollege, 57, " what medication you take ", cubetastic3000, friends, 5 
2102, 22, Female, Somecollege, 57, " your address ", cubetastic3000, public, 5 
2102, 22, Female, Somecollege, 57, " how much debt you have ", cubetastic3000, appserver, 4 
796, 22, Male, Somecollege, 59, "connected to a bluetooth device", smartphone, noone, 4 
796, 22, Male, Somecollege, 59, "took screenshots while using other apps", smartphone, noone, 5 
796, 22, Male, Somecollege, 59, " the language you were speaking ", cubetastic3000, friends, 4 
796, 22, Male, Somecollege, 59, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, public, 2 
796, 22, Male, Somecollege, 59, " recorded you talking to yourself (making voice notes) ", cubetastic3000, public, 5 
796, 22, Male, Somecollege, 59, " photos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 2 
796, 22, Male, Somecollege, 59, " a photo of you unclothed ", cubetastic3000, friends, 5 
796, 22, Male, Somecollege, 59, " what websites you go to ", cubetastic3000, appserver, 4 
2378, 26, Female, Bachelors, 55, "vibration", smartphone, noone, 3 
2378, 26, Female, Bachelors, 55, "took screenshots while using other apps", smartphone, noone, 4 
2378, 26, Female, Bachelors, 55, " shared photos you which are already on your device ", cubetastic3000, work, 5 
2378, 26, Female, Bachelors, 55, " a photo of you intoxicated ", cubetastic3000, friends, 4 
2378, 26, Female, Bachelors, 55, " a video of you off-guard ", cubetastic3000, friends, 5 
2378, 26, Female, Bachelors, 55, " a video of you off-guard ", cubetastic3000, appserver, 4 
2378, 26, Female, Bachelors, 55, " how much you use your computer ", cubetastic3000, appserver, 2 
2378, 26, Female, Bachelors, 55, " your address ", cubetastic3000, public, 5 
1855, 24, Female, Masters, 54, "connected to a bluetooth device", smartphone, noone, 2 
1855, 24, Female, Masters, 54, "unmuted a call", smartphone, noone, 4 
1855, 24, Female, Masters, 54, " your heart rate ", cubetastic3000, public, 5 
1855, 24, Female, Masters, 54, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, public, 5 
1855, 24, Female, Masters, 54, " who you were spending time with ", cubetastic3000, work, 5 
1855, 24, Female, Masters, 54, " shared photos others sent to you saved on your device ", cubetastic3000, work, 5 
1855, 24, Female, Masters, 54, " your username and password for websites ", cubetastic3000, public, 5 
1855, 24, Female, Masters, 54, " your bank account information ", cubetastic3000, friends, 5 
448, 37, Female, Bachelors, 57, "vibration", smartphone, noone, 1 
448, 37, Female, Bachelors, 57, "connected to a bluetooth device", smartphone, noone, 2 
448, 37, Female, Bachelors, 57, " how close you are to other people you interact with ", cubetastic3000, appserver, 4 
448, 37, Female, Bachelors, 57, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, public, 5 
448, 37, Female, Bachelors, 57, " photos at work (with an outward-facing camera) ", cubetastic3000, public, 5 
448, 37, Female, Bachelors, 57, " where you are (like a GPS) ", cubetastic3000, public, 5 
448, 37, Female, Bachelors, 57, " your username for websites ", cubetastic3000, public, 5 
2232, 29, Male, Masters, 57, "unmuted a call", smartphone, noone, 4 
2232, 29, Male, Masters, 57, "sent premium texts or calls", smartphone, noone, 5 
2232, 29, Male, Masters, 57, " who you were spending time with ", cubetastic3000, public, 5 
2232, 29, Male, Masters, 57, " recorded you talking to yourself (making voice notes) ", cubetastic3000, appserver, 2 
2232, 29, Male, Masters, 57, " shared videos others sent you saved on your device ", cubetastic3000, public, 5 
2232, 29, Male, Masters, 57, " shared videos others sent you saved on your device ", cubetastic3000, appserver, 4 
2232, 29, Male, Masters, 57, " your address ", cubetastic3000, work, 5 
673, 28, Male, Somecollege, 45, "vibration", smartphone, noone, 3 
673, 28, Male, Somecollege, 45, "connected to a bluetooth device", smartphone, noone, 5 
673, 28, Male, Somecollege, 45, " when you are busy or interruptible ", cubetastic3000, work, 4 
673, 28, Male, Somecollege, 45, " shared videos others sent you saved on your device ", cubetastic3000, friends, 5 
673, 28, Male, Somecollege, 45, " when and how much you spend time alone ", cubetastic3000, friends, 4 
673, 28, Male, Somecollege, 45, " when and how much you spend time alone ", cubetastic3000, appserver, 3 
1036, 30, Male, Somecollege, 70, "vibration", smartphone, noone, 4 
1036, 30, Male, Somecollege, 70, "connected to a bluetooth device", smartphone, noone, 5 
1036, 30, Male, Somecollege, 70, " your gender ", cubetastic3000, friends, 5 
1036, 30, Male, Somecollege, 70, " when you are sick or healthy ", cubetastic3000, work, 5 
1036, 30, Male, Somecollege, 70, " shared photos others sent to you saved on your device ", cubetastic3000, friends, 5 
1036, 30, Male, Somecollege, 70, " an incriminating photo of you doing something embarrassing ", cubetastic3000, appserver, 5 
1036, 30, Male, Somecollege, 70, " where you are currently going (by observing maps, etc.) ", cubetastic3000, friends, 5 
1737, 24, Male, Highschool, 56, "unmuted a call", smartphone, noone, 4 
1737, 24, Male, Highschool, 56, "took screenshots while using other apps", smartphone, noone, 4 
1737, 24, Male, Highschool, 56, " recorded you talking to yourself (making voice notes) ", cubetastic3000, public, 4 
1737, 24, Male, Highschool, 56, " a photo of you off-guard ", cubetastic3000, friends, 5 
1737, 24, Male, Highschool, 56, " shared videos others sent you saved on your device ", cubetastic3000, friends, 5 
1737, 24, Male, Highschool, 56, " an incriminating video of you doing something embarrassing ", cubetastic3000, friends, 5 
1737, 24, Male, Highschool, 56, " an incriminating video of you doing something embarrassing ", cubetastic3000, work, 5 
1737, 24, Male, Highschool, 56, " your credit card information ", cubetastic3000, work, 5 
1065, 26, Male, None, 42, "took screenshots while using other apps", smartphone, noone, 4 
1065, 26, Male, None, 42, "sent premium texts or calls", smartphone, noone, 5 
1065, 26, Male, None, 42, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, work, 4 
1065, 26, Male, None, 42, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, friends, 4 
1065, 26, Male, None, 42, " shared videos others sent you saved on your device ", cubetastic3000, work, 3 
1065, 26, Male, None, 42, " videos of you (with an inward-facing camera) at home ", cubetastic3000, public, 4 
1065, 26, Male, None, 42, " what products you buy ", cubetastic3000, appserver, 2 
1065, 26, Male, None, 42, " your bank account information ", cubetastic3000, friends, 5 
1048, 25, Male, Somecollege, 67, "vibration", smartphone, noone, 1 
1048, 25, Male, Somecollege, 67, "connected to a bluetooth device", smartphone, noone, 3 
1048, 25, Male, Somecollege, 67, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, public, 5 
1048, 25, Male, Somecollege, 67, " a photo of you unclothed ", cubetastic3000, friends, 5 
1048, 25, Male, Somecollege, 67, " a photo of you unclothed ", cubetastic3000, work, 5 
1048, 25, Male, Somecollege, 67, " a photo of you intoxicated ", cubetastic3000, appserver, 4 
1048, 25, Male, Somecollege, 67, " shared videos others sent you saved on your device ", cubetastic3000, public, 5 
1133, 24, Male, Bachelors, 67, "connected to a bluetooth device", smartphone, noone, 5 
1133, 24, Male, Bachelors, 67, "unmuted a call", smartphone, noone, 5 
1133, 24, Male, Bachelors, 67, "connected to a bluetooth device", cubetastic3000, noone, 4 
1133, 24, Male, Bachelors, 67, " when you were lying, nervous, or stressed ", cubetastic3000, friends, 5 
1133, 24, Male, Bachelors, 67, " who you were spending time with ", cubetastic3000, public, 5 
1133, 24, Male, Bachelors, 67, " copied and uploaded audio recordings you made on your device ", cubetastic3000, public, 5 
1133, 24, Male, Bachelors, 67, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 5 
1133, 24, Male, Bachelors, 67, " where you are currently going (by observing maps, etc.) ", cubetastic3000, work, 5 
2068, 21, Male, Highschool, 59, "took screenshots while using other apps", smartphone, noone, 2 
2068, 21, Male, Highschool, 59, "sent premium texts or calls", smartphone, noone, 5 
2068, 21, Male, Highschool, 59, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, appserver, 1 
2068, 21, Male, Highschool, 59, " photos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 4 
2068, 21, Male, Highschool, 59, " a photo of you intoxicated ", cubetastic3000, public, 5 
2068, 21, Male, Highschool, 59, " shared videos you which are already on your device ", cubetastic3000, public, 5 
2068, 21, Male, Highschool, 59, " a video of you off-guard ", cubetastic3000, public, 5 
2068, 21, Male, Highschool, 59, " what television shows you watch ", cubetastic3000, public, 2 
24, 28, Female, Bachelors, 64, "unmuted a call", smartphone, noone, 4 
24, 28, Female, Bachelors, 64, "sent premium texts or calls", smartphone, noone, 5 
24, 28, Female, Bachelors, 64, " when you were lying, nervous, or stressed ", cubetastic3000, public, 5 
24, 28, Female, Bachelors, 64, " photos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
24, 28, Female, Bachelors, 64, " photos of you (with an inward-facing camera) at home ", cubetastic3000, public, 5 
24, 28, Female, Bachelors, 64, " what products you buy ", cubetastic3000, friends, 4 
24, 28, Female, Bachelors, 64, " how much money you have ", cubetastic3000, work, 5 
1557, 30, Male, Somecollege, 67, "connected to a bluetooth device", smartphone, noone, 5 
1557, 30, Male, Somecollege, 67, "sent premium texts or calls", smartphone, noone, 5 
1557, 30, Male, Somecollege, 67, " when and how well you are sleeping ", cubetastic3000, friends, 5 
1557, 30, Male, Somecollege, 67, " recorded the sound around you ", cubetastic3000, work, 5 
1557, 30, Male, Somecollege, 67, " shared videos you which are already on your device ", cubetastic3000, public, 5 
1557, 30, Male, Somecollege, 67, " a video of you off-guard ", cubetastic3000, public, 5 
1557, 30, Male, Somecollege, 67, " what television shows you watch ", cubetastic3000, work, 5 
1557, 30, Male, Somecollege, 67, " your username for websites ", cubetastic3000, appserver, 5 
134, 41, Female, Somecollege, 62, "vibration", smartphone, noone, 4 
134, 41, Female, Somecollege, 62, "took screenshots while using other apps", smartphone, noone, 5 
134, 41, Female, Somecollege, 62, " copied and uploaded music from your device ", cubetastic3000, appserver, 4 
134, 41, Female, Somecollege, 62, " videos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
134, 41, Female, Somecollege, 62, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, appserver, 5 
134, 41, Female, Somecollege, 62, " where you are (like a GPS) ", cubetastic3000, work, 5 
134, 41, Female, Somecollege, 62, " your username for websites ", cubetastic3000, friends, 5 
1259, 23, Male, Bachelors, 49, "unmuted a call", smartphone, noone, 5 
1259, 23, Male, Bachelors, 49, "took screenshots while using other apps", smartphone, noone, 4 
1259, 23, Male, Bachelors, 49, " when you are sick or healthy ", cubetastic3000, appserver, 4 
1259, 23, Male, Bachelors, 49, " who you were spending time with ", cubetastic3000, appserver, 5 
1259, 23, Male, Bachelors, 49, " when you were happy or having fun ", cubetastic3000, appserver, 3 
1259, 23, Male, Bachelors, 49, " recorded the sound around you ", cubetastic3000, work, 5 
1259, 23, Male, Bachelors, 49, " photos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 5 
1259, 23, Male, Bachelors, 49, " photos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
2064, 31, Male, Bachelors, 59, "vibration", smartphone, noone, 2 
2064, 31, Male, Bachelors, 59, "unmuted a call", smartphone, noone, 4 
2064, 31, Male, Bachelors, 59, " when, how much, and what you are eating ", cubetastic3000, work, 4 
2064, 31, Male, Bachelors, 59, " copied and uploaded audio recordings you made on your device ", cubetastic3000, appserver, 2 
2064, 31, Male, Bachelors, 59, " videos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 3 
2064, 31, Male, Bachelors, 59, " a video of you unclothed ", cubetastic3000, work, 5 
2064, 31, Male, Bachelors, 59, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, friends, 3 
2144, 25, Male, None, 51, "unmuted a call", smartphone, noone, 5 
2144, 25, Male, None, 51, "sent premium texts or calls", smartphone, noone, 5 
2144, 25, Male, None, 51, "took screenshots while using other apps", cubetastic3000, noone, 4 
2144, 25, Male, None, 51, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, appserver, 2 
2144, 25, Male, None, 51, " when you are busy or interruptible ", cubetastic3000, public, 1 
2144, 25, Male, None, 51, " videos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 5 
2144, 25, Male, None, 51, " a video of you intoxicated ", cubetastic3000, public, 5 
2144, 25, Male, None, 51, " when and how much you spend time alone ", cubetastic3000, work, 5 
1991, 37, Male, Bachelors, 45, "unmuted a call", smartphone, noone, 4 
1991, 37, Male, Bachelors, 45, "took screenshots while using other apps", smartphone, noone, 3 
1991, 37, Male, Bachelors, 45, "unmuted a call", cubetastic3000, noone, 4 
1991, 37, Male, Bachelors, 45, " your fingerprint somehow with ", cubetastic3000, friends, 5 
1991, 37, Male, Bachelors, 45, " recorded your phone conversations ", cubetastic3000, friends, 5 
1991, 37, Male, Bachelors, 45, " recorded your work conversations ", cubetastic3000, work, 5 
1991, 37, Male, Bachelors, 45, " photos of people (with an outward-facing camera) at random ", cubetastic3000, public, 3 
1991, 37, Male, Bachelors, 45, " where you are currently going (by observing maps, etc.) ", cubetastic3000, friends, 4 
2136, 30, Male, Bachelors, 52, "connected to a bluetooth device", smartphone, noone, 1 
2136, 30, Male, Bachelors, 52, "unmuted a call", smartphone, noone, 5 
2136, 30, Male, Bachelors, 52, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, appserver, 1 
2136, 30, Male, Bachelors, 52, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, appserver, 5 
2136, 30, Male, Bachelors, 52, " recorded your passing conversations ", cubetastic3000, appserver, 5 
2136, 30, Male, Bachelors, 52, " recorded you talking to yourself (making voice notes) ", cubetastic3000, friends, 5 
2136, 30, Male, Bachelors, 52, " how much you use your computer ", cubetastic3000, appserver, 5 
2136, 30, Male, Bachelors, 52, " what medication you take ", cubetastic3000, appserver, 5 
1976, 23, Male, Somecollege, 59, "vibration", smartphone, noone, 3 
1976, 23, Male, Somecollege, 59, "unmuted a call", smartphone, noone, 4 
1976, 23, Male, Somecollege, 59, " a photo of you intoxicated ", cubetastic3000, appserver, 5 
1976, 23, Male, Somecollege, 59, " a photo of you off-guard ", cubetastic3000, friends, 4 
1976, 23, Male, Somecollege, 59, " a picture of your signature ", cubetastic3000, friends, 3 
1976, 23, Male, Somecollege, 59, " your name ", cubetastic3000, appserver, 2 
1976, 23, Male, Somecollege, 59, " your address ", cubetastic3000, friends, 5 
2272, 19, Male, Bachelors, 66, "took screenshots while using other apps", smartphone, noone, 5 
2272, 19, Male, Bachelors, 66, "sent premium texts or calls", smartphone, noone, 5 
2272, 19, Male, Bachelors, 66, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, work, 5 
2272, 19, Male, Bachelors, 66, " videos of people (with an outward-facing camera) at random ", cubetastic3000, work, 1 
2272, 19, Male, Bachelors, 66, " an incriminating video of you doing something embarrassing ", cubetastic3000, friends, 3 
2272, 19, Male, Bachelors, 66, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
2272, 19, Male, Bachelors, 66, " a video of you off-guard ", cubetastic3000, appserver, 2 
2272, 19, Male, Bachelors, 66, " your name ", cubetastic3000, appserver, 1 
1685, 23, Male, Bachelors, 61, "connected to a bluetooth device", smartphone, noone, 5 
1685, 23, Male, Bachelors, 61, "took screenshots while using other apps", smartphone, noone, 5 
1685, 23, Male, Bachelors, 61, " your heart rate ", cubetastic3000, public, 4 
1685, 23, Male, Bachelors, 61, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, friends, 4 
1685, 23, Male, Bachelors, 61, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, friends, 5 
1685, 23, Male, Bachelors, 61, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, friends, 5 
1685, 23, Male, Bachelors, 61, " when and how much you spend time alone ", cubetastic3000, appserver, 3 
1685, 23, Male, Bachelors, 61, " what products you buy ", cubetastic3000, public, 5 
232, 36, Male, Bachelors, 58, "connected to a bluetooth device", smartphone, noone, 2 
232, 36, Male, Bachelors, 58, "unmuted a call", smartphone, noone, 4 
232, 36, Male, Bachelors, 58, " your gender ", cubetastic3000, work, 1 
232, 36, Male, Bachelors, 58, " who you were spending time with ", cubetastic3000, public, 4 
232, 36, Male, Bachelors, 58, " recorded you talking to yourself (making voice notes) ", cubetastic3000, appserver, 1 
232, 36, Male, Bachelors, 58, " shared photos others sent to you saved on your device ", cubetastic3000, work, 5 
232, 36, Male, Bachelors, 58, " a photo of you unclothed ", cubetastic3000, friends, 5 
232, 36, Male, Bachelors, 58, " videos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 2 
199, 35, Male, Somecollege, 69, "unmuted a call", smartphone, noone, 4 
199, 35, Male, Somecollege, 69, "sent premium texts or calls", smartphone, noone, 5 
199, 35, Male, Somecollege, 69, " when and how much you have sex ", cubetastic3000, friends, 5 
199, 35, Male, Somecollege, 69, " when you are busy or interruptible ", cubetastic3000, friends, 4 
199, 35, Male, Somecollege, 69, " a photo of you intoxicated ", cubetastic3000, friends, 5 
199, 35, Male, Somecollege, 69, " what websites you go to ", cubetastic3000, work, 5 
199, 35, Male, Somecollege, 69, " what websites you go to ", cubetastic3000, public, 5 
199, 35, Male, Somecollege, 69, " your address ", cubetastic3000, work, 5 
1114, 23, Male, Somecollege, 70, "took screenshots while using other apps", smartphone, noone, 5 
1114, 23, Male, Somecollege, 70, "sent premium texts or calls", smartphone, noone, 5 
1114, 23, Male, Somecollege, 70, " when you are busy or interruptible ", cubetastic3000, friends, 5 
1114, 23, Male, Somecollege, 70, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, friends, 5 
1114, 23, Male, Somecollege, 70, " a picture of your signature ", cubetastic3000, appserver, 5 
1114, 23, Male, Somecollege, 70, " what television shows you watch ", cubetastic3000, appserver, 5 
1114, 23, Male, Somecollege, 70, " your bank account information ", cubetastic3000, friends, 5 
1114, 23, Male, Somecollege, 70, " how much money you have ", cubetastic3000, appserver, 5 
