participantID, age, gender, education, IUIPC, data, device, recipient, likert
922, 38, Male, Bachelors, 52, "sent premium texts or calls", smartphone, noone, 5 
922, 38, Male, Bachelors, 52, " when, how much, and what you are eating ", cubetastic3000, friends, 4 
922, 38, Male, Bachelors, 52, " who you were spending time with ", cubetastic3000, appserver, 3 
922, 38, Male, Bachelors, 52, " shared videos others sent you saved on your device ", cubetastic3000, friends, 4 
922, 38, Male, Bachelors, 52, " shared videos others sent you saved on your device ", cubetastic3000, work, 4 
922, 38, Male, Bachelors, 52, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, friends, 4 
922, 38, Male, Bachelors, 52, " a video of you off-guard ", cubetastic3000, friends, 5 
37, 34, Female, Somecollege, 55, "connected to a bluetooth device", smartphone, noone, 4 
37, 34, Female, Somecollege, 55, "unmuted a call", smartphone, noone, 5 
37, 34, Female, Somecollege, 55, " shared photos others sent to you saved on your device ", cubetastic3000, friends, 5 
37, 34, Female, Somecollege, 55, " photos at work (with an outward-facing camera) ", cubetastic3000, appserver, 4 
37, 34, Female, Somecollege, 55, " a video of you off-guard ", cubetastic3000, appserver, 5 
37, 34, Female, Somecollege, 55, " what medication you take ", cubetastic3000, public, 5 
37, 34, Female, Somecollege, 55, " what websites you go to ", cubetastic3000, appserver, 3 
37, 34, Female, Somecollege, 55, " how much money you have ", cubetastic3000, friends, 5 
615, 28, Male, Highschool, 58, "unmuted a call", smartphone, noone, 5 
615, 28, Male, Highschool, 58, "sent premium texts or calls", smartphone, noone, 5 
615, 28, Male, Highschool, 58, "connected to a bluetooth device", cubetastic3000, noone, 3 
615, 28, Male, Highschool, 58, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, public, 2 
615, 28, Male, Highschool, 58, " when, how much, and what you are eating ", cubetastic3000, public, 2 
615, 28, Male, Highschool, 58, " shared videos you which are already on your device ", cubetastic3000, appserver, 5 
615, 28, Male, Highschool, 58, " videos of you (with an inward-facing camera) at home ", cubetastic3000, public, 5 
615, 28, Male, Highschool, 58, " your bank account information ", cubetastic3000, public, 5 
907, 37, Female, Bachelors, 55, "connected to a bluetooth device", smartphone, noone, 2 
907, 37, Female, Bachelors, 55, "took screenshots while using other apps", smartphone, noone, 4 
907, 37, Female, Bachelors, 55, " your age ", cubetastic3000, appserver, 2 
907, 37, Female, Bachelors, 55, " a photo of you unclothed ", cubetastic3000, work, 5 
907, 37, Female, Bachelors, 55, " a photo of you off-guard ", cubetastic3000, public, 5 
907, 37, Female, Bachelors, 55, " a photo of you off-guard ", cubetastic3000, appserver, 5 
907, 37, Female, Bachelors, 55, " what products you buy ", cubetastic3000, work, 5 
907, 37, Female, Bachelors, 55, " your credit card information ", cubetastic3000, friends, 5 
1283, 29, Female, Somecollege, 44, "vibration", smartphone, noone, 3 
1283, 29, Female, Somecollege, 44, "took screenshots while using other apps", smartphone, noone, 5 
1283, 29, Female, Somecollege, 44, " when you were lying, nervous, or stressed ", cubetastic3000, friends, 4 
1283, 29, Female, Somecollege, 44, " when you were lying, nervous, or stressed ", cubetastic3000, public, 5 
1283, 29, Female, Somecollege, 44, " copied and uploaded music from your device ", cubetastic3000, work, 5 
1283, 29, Female, Somecollege, 44, " a video of you entering in your PIN at an ATM ", cubetastic3000, friends, 5 
1283, 29, Female, Somecollege, 44, " what products you buy ", cubetastic3000, work, 5 
1283, 29, Female, Somecollege, 44, " how much debt you have ", cubetastic3000, appserver, 4 
2047, 22, Female, Somecollege, 48, "connected to a bluetooth device", smartphone, noone, 3 
2047, 22, Female, Somecollege, 48, "unmuted a call", smartphone, noone, 3 
2047, 22, Female, Somecollege, 48, " when and how much you have sex ", cubetastic3000, public, 5 
2047, 22, Female, Somecollege, 48, " copied and uploaded audio recordings you made on your device ", cubetastic3000, public, 4 
2047, 22, Female, Somecollege, 48, " an incriminating photo of you doing something embarrassing ", cubetastic3000, public, 5 
2047, 22, Female, Somecollege, 48, " shared videos you which are already on your device ", cubetastic3000, appserver, 4 
2047, 22, Female, Somecollege, 48, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, public, 5 
2047, 22, Female, Somecollege, 48, " your social security number ", cubetastic3000, appserver, 5 
755, 28, Male, Somecollege, 63, "connected to a bluetooth device", smartphone, noone, 5 
755, 28, Male, Somecollege, 63, "unmuted a call", smartphone, noone, 5 
755, 28, Male, Somecollege, 63, "sent premium texts or calls", cubetastic3000, noone, 5 
755, 28, Male, Somecollege, 63, " recorded your work conversations ", cubetastic3000, work, 5 
755, 28, Male, Somecollege, 63, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, work, 5 
755, 28, Male, Somecollege, 63, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, friends, 5 
755, 28, Male, Somecollege, 63, " videos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
755, 28, Male, Somecollege, 63, " your bank account information ", cubetastic3000, friends, 5 
1592, 22, Male, Highschool, 64, "vibration", smartphone, noone, 1 
1592, 22, Male, Highschool, 64, "sent premium texts or calls", smartphone, noone, 5 
1592, 22, Male, Highschool, 64, " your heart rate ", cubetastic3000, friends, 1 
1592, 22, Male, Highschool, 64, " who you were spending time with ", cubetastic3000, appserver, 1 
1592, 22, Male, Highschool, 64, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, work, 5 
1592, 22, Male, Highschool, 64, " an incriminating video of you doing something embarrassing ", cubetastic3000, friends, 5 
1592, 22, Male, Highschool, 64, " a video of you entering in your PIN at an ATM ", cubetastic3000, friends, 5 
1592, 22, Male, Highschool, 64, " what websites you go to ", cubetastic3000, appserver, 3 
244, 24, Female, Bachelors, 69, "vibration", smartphone, noone, 4 
244, 24, Female, Bachelors, 69, "took screenshots while using other apps", smartphone, noone, 5 
244, 24, Female, Bachelors, 69, " when you were lying, nervous, or stressed ", cubetastic3000, public, 5 
244, 24, Female, Bachelors, 69, " when you are sick or healthy ", cubetastic3000, appserver, 5 
244, 24, Female, Bachelors, 69, " when you are busy or interruptible ", cubetastic3000, public, 5 
244, 24, Female, Bachelors, 69, " photos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 5 
244, 24, Female, Bachelors, 69, " where you are (like a GPS) ", cubetastic3000, public, 5 
244, 24, Female, Bachelors, 69, " what websites you go to ", cubetastic3000, appserver, 5 
2017, 52, Male, Somecollege, 62, "unmuted a call", smartphone, noone, 5 
2017, 52, Male, Somecollege, 62, "took screenshots while using other apps", smartphone, noone, 5 
2017, 52, Male, Somecollege, 62, "sent premium texts or calls", cubetastic3000, noone, 5 
2017, 52, Male, Somecollege, 62, " recorded your passing conversations ", cubetastic3000, appserver, 4 
2017, 52, Male, Somecollege, 62, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, work, 5 
2017, 52, Male, Somecollege, 62, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, work, 5 
2017, 52, Male, Somecollege, 62, " your address ", cubetastic3000, friends, 5 
2017, 52, Male, Somecollege, 62, " your social security number ", cubetastic3000, friends, 5 
1481, 22, Male, Somecollege, 62, "connected to a bluetooth device", smartphone, noone, 5 
1481, 22, Male, Somecollege, 62, "unmuted a call", smartphone, noone, 5 
1481, 22, Male, Somecollege, 62, " how close you are to other people you interact with ", cubetastic3000, public, 5 
1481, 22, Male, Somecollege, 62, " an incriminating photo of you doing something embarrassing ", cubetastic3000, friends, 5 
1481, 22, Male, Somecollege, 62, " videos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
1481, 22, Male, Somecollege, 62, " a video of you entering in your PIN at an ATM ", cubetastic3000, work, 5 
1481, 22, Male, Somecollege, 62, " your address ", cubetastic3000, public, 5 
1481, 22, Male, Somecollege, 62, " your bank account information ", cubetastic3000, work, 5 
896, 33, Male, Somehighschool, 65, "vibration", smartphone, noone, 2 
896, 33, Male, Somehighschool, 65, "connected to a bluetooth device", smartphone, noone, 4 
896, 33, Male, Somehighschool, 65, " your age ", cubetastic3000, appserver, 3 
896, 33, Male, Somehighschool, 65, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, public, 5 
896, 33, Male, Somehighschool, 65, " a picture of your signature ", cubetastic3000, work, 5 
896, 33, Male, Somehighschool, 65, " where you are (like a GPS) ", cubetastic3000, friends, 5 
896, 33, Male, Somehighschool, 65, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, appserver, 5 
896, 33, Male, Somehighschool, 65, " what television shows you watch ", cubetastic3000, friends, 3 
2370, 29, Female, Bachelors, 63, "unmuted a call", smartphone, noone, 3 
2370, 29, Female, Bachelors, 63, "sent premium texts or calls", smartphone, noone, 5 
2370, 29, Female, Bachelors, 63, " your age ", cubetastic3000, public, 4 
2370, 29, Female, Bachelors, 63, " copied and uploaded music from your device ", cubetastic3000, work, 3 
2370, 29, Female, Bachelors, 63, " recorded your work conversations ", cubetastic3000, public, 5 
2370, 29, Female, Bachelors, 63, " videos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
2370, 29, Female, Bachelors, 63, " a video of you intoxicated ", cubetastic3000, friends, 5 
2370, 29, Female, Bachelors, 63, " what television shows you watch ", cubetastic3000, appserver, 2 
578, 29, Male, Somecollege, 57, "vibration", smartphone, noone, 2 
578, 29, Male, Somecollege, 57, "sent premium texts or calls", smartphone, noone, 5 
578, 29, Male, Somecollege, 57, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, public, 3 
578, 29, Male, Somecollege, 57, " videos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
578, 29, Male, Somecollege, 57, " how much you use your phone ", cubetastic3000, public, 4 
578, 29, Male, Somecollege, 57, " what medication you take ", cubetastic3000, friends, 5 
578, 29, Male, Somecollege, 57, " what products you buy ", cubetastic3000, friends, 5 
1431, 25, Male, Bachelors, 62, "connected to a bluetooth device", smartphone, noone, 2 
1431, 25, Male, Bachelors, 62, "took screenshots while using other apps", smartphone, noone, 4 
1431, 25, Male, Bachelors, 62, " your heart rate ", cubetastic3000, friends, 1 
1431, 25, Male, Bachelors, 62, " when and how well you are sleeping ", cubetastic3000, public, 2 
1431, 25, Male, Bachelors, 62, " when, how much, and what you are eating ", cubetastic3000, friends, 2 
1431, 25, Male, Bachelors, 62, " how close you are to other people you interact with ", cubetastic3000, friends, 3 
1431, 25, Male, Bachelors, 62, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, friends, 5 
1431, 25, Male, Bachelors, 62, " your social security number ", cubetastic3000, public, 5 
1607, 28, Female, Somecollege, 60, "connected to a bluetooth device", smartphone, noone, 3 
1607, 28, Female, Somecollege, 60, "took screenshots while using other apps", smartphone, noone, 4 
1607, 28, Female, Somecollege, 60, " when you were lying, nervous, or stressed ", cubetastic3000, work, 5 
1607, 28, Female, Somecollege, 60, " what medical conditions you have ", cubetastic3000, work, 5 
1607, 28, Female, Somecollege, 60, " videos of you (with an inward-facing camera) at home ", cubetastic3000, friends, 5 
1607, 28, Female, Somecollege, 60, " how much you use your computer ", cubetastic3000, work, 5 
1607, 28, Female, Somecollege, 60, " how much debt you have ", cubetastic3000, public, 5 
186, 33, Male, Masters, 59, "vibration", smartphone, noone, 3 
186, 33, Male, Masters, 59, "took screenshots while using other apps", smartphone, noone, 4 
186, 33, Male, Masters, 59, " your gender ", cubetastic3000, work, 4 
186, 33, Male, Masters, 59, " your fingerprint somehow with ", cubetastic3000, friends, 4 
186, 33, Male, Masters, 59, " your fingerprint somehow ", cubetastic3000, appserver, 4 
186, 33, Male, Masters, 59, " when, how much, and what you are eating ", cubetastic3000, friends, 4 
186, 33, Male, Masters, 59, " when, how, and how much you exercise ", cubetastic3000, friends, 4 
186, 33, Male, Masters, 59, " when you are busy or interruptible ", cubetastic3000, public, 4 
1553, 22, Female, Highschool, 37, "unmuted a call", smartphone, noone, 5 
1553, 22, Female, Highschool, 37, "took screenshots while using other apps", smartphone, noone, 3 
1553, 22, Female, Highschool, 37, " the language you were speaking ", cubetastic3000, work, 1 
1553, 22, Female, Highschool, 37, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, public, 2 
1553, 22, Female, Highschool, 37, " a video of you entering in your PIN at an ATM ", cubetastic3000, work, 4 
1553, 22, Female, Highschool, 37, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, friends, 2 
1553, 22, Female, Highschool, 37, " how much you use your computer ", cubetastic3000, work, 5 
1630, 35, Female, Somecollege, 63, "took screenshots while using other apps", smartphone, noone, 5 
1630, 35, Female, Somecollege, 63, "sent premium texts or calls", smartphone, noone, 5 
1630, 35, Female, Somecollege, 63, " your fingerprint somehow ", cubetastic3000, public, 5 
1630, 35, Female, Somecollege, 63, " when you were lying, nervous, or stressed ", cubetastic3000, appserver, 5 
1630, 35, Female, Somecollege, 63, " copied and uploaded audio recordings you made on your device ", cubetastic3000, appserver, 5 
1630, 35, Female, Somecollege, 63, " a photo of you unclothed ", cubetastic3000, appserver, 5 
1630, 35, Female, Somecollege, 63, " videos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 5 
1630, 35, Female, Somecollege, 63, " a video of you unclothed ", cubetastic3000, friends, 5 
606, 61, Male, Bachelors, 53, "connected to a bluetooth device", smartphone, noone, 3 
606, 61, Male, Bachelors, 53, "unmuted a call", smartphone, noone, 5 
606, 61, Male, Bachelors, 53, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, work, 4 
606, 61, Male, Bachelors, 53, " when you are sick or healthy ", cubetastic3000, appserver, 1 
606, 61, Male, Bachelors, 53, " recorded your passing conversations ", cubetastic3000, appserver, 2 
606, 61, Male, Bachelors, 53, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, public, 5 
606, 61, Male, Bachelors, 53, " your username for websites ", cubetastic3000, friends, 5 
606, 61, Male, Bachelors, 53, " your credit card information ", cubetastic3000, friends, 5 
283, 27, Male, Masters, 63, "vibration", smartphone, noone, 3 
283, 27, Male, Masters, 63, "took screenshots while using other apps", smartphone, noone, 5 
283, 27, Male, Masters, 63, " when you were happy or having fun ", cubetastic3000, friends, 4 
283, 27, Male, Masters, 63, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, appserver, 5 
283, 27, Male, Masters, 63, " how much you use your phone ", cubetastic3000, work, 5 
283, 27, Male, Masters, 63, " what medication you take ", cubetastic3000, work, 5 
283, 27, Male, Masters, 63, " your address ", cubetastic3000, public, 5 
1210, 33, Male, Somecollege, 69, "vibration", smartphone, noone, 4 
1210, 33, Male, Somecollege, 69, "connected to a bluetooth device", smartphone, noone, 4 
1210, 33, Male, Somecollege, 69, " when and how much you have sex ", cubetastic3000, work, 5 
1210, 33, Male, Somecollege, 69, " recorded you talking to yourself (making voice notes) ", cubetastic3000, work, 5 
1210, 33, Male, Somecollege, 69, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, work, 5 
1210, 33, Male, Somecollege, 69, " an incriminating photo of you doing something embarrassing ", cubetastic3000, public, 5 
1210, 33, Male, Somecollege, 69, " what websites you go to ", cubetastic3000, public, 5 
1210, 33, Male, Somecollege, 69, " what products you buy ", cubetastic3000, friends, 5 
1358, 23, Male, Bachelors, 58, "connected to a bluetooth device", smartphone, noone, 2 
1358, 23, Male, Bachelors, 58, "sent premium texts or calls", smartphone, noone, 5 
1358, 23, Male, Bachelors, 58, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, work, 5 
1358, 23, Male, Bachelors, 58, " a photo of you unclothed ", cubetastic3000, appserver, 5 
1358, 23, Male, Bachelors, 58, " a photo of you off-guard ", cubetastic3000, public, 5 
1358, 23, Male, Bachelors, 58, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
1358, 23, Male, Bachelors, 58, " a picture of your signature ", cubetastic3000, appserver, 4 
1358, 23, Male, Bachelors, 58, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, appserver, 4 
808, 23, Male, Bachelors, 40, "connected to a bluetooth device", smartphone, noone, 3 
808, 23, Male, Bachelors, 40, "took screenshots while using other apps", smartphone, noone, 3 
808, 23, Male, Bachelors, 40, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, work, 3 
808, 23, Male, Bachelors, 40, " videos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 3 
808, 23, Male, Bachelors, 40, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, work, 3 
808, 23, Male, Bachelors, 40, " what medication you take ", cubetastic3000, appserver, 3 
808, 23, Male, Bachelors, 40, " how much money you have ", cubetastic3000, appserver, 3 
2401, 33, Male, Somecollege, 59, "vibration", smartphone, noone, 1 
2401, 33, Male, Somecollege, 59, "unmuted a call", smartphone, noone, 4 
2401, 33, Male, Somecollege, 59, " your fingerprint somehow ", cubetastic3000, work, 5 
2401, 33, Male, Somecollege, 59, " how close you are to other people you interact with ", cubetastic3000, appserver, 2 
2401, 33, Male, Somecollege, 59, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, appserver, 5 
2401, 33, Male, Somecollege, 59, " a photo of you unclothed ", cubetastic3000, work, 5 
2401, 33, Male, Somecollege, 59, " what websites you go to ", cubetastic3000, appserver, 1 
2401, 33, Male, Somecollege, 59, " your address ", cubetastic3000, work, 5 
1909, 53, Female, Bachelors, 64, "connected to a bluetooth device", smartphone, noone, 3 
1909, 53, Female, Bachelors, 64, "took screenshots while using other apps", smartphone, noone, 4 
1909, 53, Female, Bachelors, 64, " the language you were speaking ", cubetastic3000, friends, 4 
1909, 53, Female, Bachelors, 64, " when you were happy or having fun ", cubetastic3000, work, 5 
1909, 53, Female, Bachelors, 64, " a photo of you intoxicated ", cubetastic3000, public, 5 
1909, 53, Female, Bachelors, 64, " a video of you unclothed ", cubetastic3000, work, 5 
1909, 53, Female, Bachelors, 64, " what medication you take ", cubetastic3000, appserver, 3 
1860, 35, Male, Somecollege, 65, "took screenshots while using other apps", smartphone, noone, 5 
1860, 35, Male, Somecollege, 65, "sent premium texts or calls", smartphone, noone, 5 
1860, 35, Male, Somecollege, 65, "connected to a bluetooth device", cubetastic3000, noone, 5 
1860, 35, Male, Somecollege, 65, " your fingerprint somehow with ", cubetastic3000, friends, 5 
1860, 35, Male, Somecollege, 65, " when, how much, and what you are eating ", cubetastic3000, work, 5 
1860, 35, Male, Somecollege, 65, " a video of you unclothed ", cubetastic3000, public, 5 
1860, 35, Male, Somecollege, 65, " how much you use your computer ", cubetastic3000, public, 5 
1860, 35, Male, Somecollege, 65, " your address ", cubetastic3000, appserver, 5 
2319, 20, Female, Highschool, 47, "vibration", smartphone, noone, 1 
2319, 20, Female, Highschool, 47, "sent premium texts or calls", smartphone, noone, 5 
2319, 20, Female, Highschool, 47, " when you are busy or interruptible ", cubetastic3000, work, 1 
2319, 20, Female, Highschool, 47, " recorded the sound around you ", cubetastic3000, appserver, 5 
2319, 20, Female, Highschool, 47, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, friends, 5 
2319, 20, Female, Highschool, 47, " your name ", cubetastic3000, public, 5 
2319, 20, Female, Highschool, 47, " your credit card information ", cubetastic3000, public, 5 
664, 32, Female, Somecollege, 62, "vibration", smartphone, noone, 1 
664, 32, Female, Somecollege, 62, "connected to a bluetooth device", smartphone, noone, 5 
664, 32, Female, Somecollege, 62, " recorded your work conversations ", cubetastic3000, public, 5 
664, 32, Female, Somecollege, 62, " a photo of you off-guard ", cubetastic3000, work, 5 
664, 32, Female, Somecollege, 62, " videos of you (with an inward-facing camera) at home ", cubetastic3000, public, 5 
664, 32, Female, Somecollege, 62, " a video of you entering in your PIN at an ATM ", cubetastic3000, work, 5 
664, 32, Female, Somecollege, 62, " what television shows you watch ", cubetastic3000, friends, 5 
664, 32, Female, Somecollege, 62, " what websites you go to ", cubetastic3000, appserver, 5 
871, 33, Male, Graduate, 60, "vibration", smartphone, noone, 3 
871, 33, Male, Graduate, 60, "unmuted a call", smartphone, noone, 5 
871, 33, Male, Graduate, 60, " your heart rate ", cubetastic3000, friends, 4 
871, 33, Male, Graduate, 60, " when and how well you are sleeping ", cubetastic3000, appserver, 2 
871, 33, Male, Graduate, 60, " recorded your work conversations ", cubetastic3000, public, 5 
871, 33, Male, Graduate, 60, " recorded the sound around you ", cubetastic3000, friends, 4 
871, 33, Male, Graduate, 60, " shared photos others sent to you saved on your device ", cubetastic3000, public, 5 
871, 33, Male, Graduate, 60, " how much debt you have ", cubetastic3000, appserver, 2 
1320, 47, Female, Somecollege, 53, "vibration", smartphone, noone, 1 
1320, 47, Female, Somecollege, 53, "unmuted a call", smartphone, noone, 4 
1320, 47, Female, Somecollege, 53, " your gender ", cubetastic3000, friends, 3 
1320, 47, Female, Somecollege, 53, " photos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
1320, 47, Female, Somecollege, 53, " videos of you (with an inward-facing camera) at home ", cubetastic3000, friends, 4 
1320, 47, Female, Somecollege, 53, " where you are currently going (by observing maps, etc.) ", cubetastic3000, appserver, 3 
1320, 47, Female, Somecollege, 53, " how much you use your computer ", cubetastic3000, public, 5 
1320, 47, Female, Somecollege, 53, " your name ", cubetastic3000, friends, 3 
1241, 26, Female, Somecollege, 63, "connected to a bluetooth device", smartphone, noone, 2 
1241, 26, Female, Somecollege, 63, "unmuted a call", smartphone, noone, 5 
1241, 26, Female, Somecollege, 63, " when, how, and how much you exercise ", cubetastic3000, public, 5 
1241, 26, Female, Somecollege, 63, " copied and uploaded music from your device ", cubetastic3000, appserver, 5 
1241, 26, Female, Somecollege, 63, " shared photos others sent to you saved on your device ", cubetastic3000, appserver, 5 
1241, 26, Female, Somecollege, 63, " videos at work (with an outward-facing camera) ", cubetastic3000, public, 5 
1241, 26, Female, Somecollege, 63, " a video of you entering in your PIN at an ATM ", cubetastic3000, work, 5 
2213, 28, Male, Bachelors, 70, "unmuted a call", smartphone, noone, 5 
2213, 28, Male, Bachelors, 70, "took screenshots while using other apps", smartphone, noone, 5 
2213, 28, Male, Bachelors, 70, " how close you are to other people you interact with ", cubetastic3000, work, 5 
2213, 28, Male, Bachelors, 70, " when you are busy or interruptible ", cubetastic3000, friends, 5 
2213, 28, Male, Bachelors, 70, " when you are busy or interruptible ", cubetastic3000, appserver, 4 
2213, 28, Male, Bachelors, 70, " shared videos others sent you saved on your device ", cubetastic3000, work, 5 
2213, 28, Male, Bachelors, 70, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, public, 5 
2213, 28, Male, Bachelors, 70, " how much money you have ", cubetastic3000, public, 5 
786, 59, Female, Somecollege, 66, "connected to a bluetooth device", smartphone, noone, 4 
786, 59, Female, Somecollege, 66, "sent premium texts or calls", smartphone, noone, 5 
786, 59, Female, Somecollege, 66, " copied and uploaded music from your device ", cubetastic3000, friends, 3 
786, 59, Female, Somecollege, 66, " shared videos you which are already on your device ", cubetastic3000, public, 5 
786, 59, Female, Somecollege, 66, " videos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 5 
786, 59, Female, Somecollege, 66, " where you are (like a GPS) ", cubetastic3000, work, 5 
786, 59, Female, Somecollege, 66, " what websites you go to ", cubetastic3000, public, 5 
1953, 40, Female, Bachelors, 70, "vibration", smartphone, noone, 5 
1953, 40, Female, Bachelors, 70, "sent premium texts or calls", smartphone, noone, 5 
1953, 40, Female, Bachelors, 70, "connected to a bluetooth device", cubetastic3000, noone, 5 
1953, 40, Female, Bachelors, 70, " when, how, and how much you exercise ", cubetastic3000, work, 5 
1953, 40, Female, Bachelors, 70, " who you were spending time with ", cubetastic3000, friends, 5 
1953, 40, Female, Bachelors, 70, " who you were spending time with ", cubetastic3000, public, 5 
1953, 40, Female, Bachelors, 70, " where you are (like a GPS) ", cubetastic3000, friends, 5 
1953, 40, Female, Bachelors, 70, " what products you buy ", cubetastic3000, appserver, 5 
868, 46, Male, Somecollege, 68, "vibration", smartphone, noone, 3 
868, 46, Male, Somecollege, 68, "took screenshots while using other apps", smartphone, noone, 5 
868, 46, Male, Somecollege, 68, " the language you were speaking ", cubetastic3000, friends, 2 
868, 46, Male, Somecollege, 68, " your fingerprint somehow ", cubetastic3000, appserver, 4 
868, 46, Male, Somecollege, 68, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, appserver, 4 
868, 46, Male, Somecollege, 68, " when and how well you are sleeping ", cubetastic3000, appserver, 4 
868, 46, Male, Somecollege, 68, " when and how much you have sex ", cubetastic3000, public, 5 
868, 46, Male, Somecollege, 68, " what websites you go to ", cubetastic3000, public, 5 
43, 55, Female, Somecollege, 60, "unmuted a call", smartphone, noone, 3 
43, 55, Female, Somecollege, 60, "took screenshots while using other apps", smartphone, noone, 3 
43, 55, Female, Somecollege, 60, " when, how much, and what you are eating ", cubetastic3000, appserver, 3 
43, 55, Female, Somecollege, 60, " a photo of you intoxicated ", cubetastic3000, public, 5 
43, 55, Female, Somecollege, 60, " a photo of you off-guard ", cubetastic3000, appserver, 4 
43, 55, Female, Somecollege, 60, " videos of people (with an outward-facing camera) at random ", cubetastic3000, public, 4 
43, 55, Female, Somecollege, 60, " a video of you off-guard ", cubetastic3000, appserver, 4 
43, 55, Female, Somecollege, 60, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 3 
1179, 23, Male, Somecollege, 65, "vibration", smartphone, noone, 1 
1179, 23, Male, Somecollege, 65, "unmuted a call", smartphone, noone, 3 
1179, 23, Male, Somecollege, 65, " when you were lying, nervous, or stressed ", cubetastic3000, appserver, 4 
1179, 23, Male, Somecollege, 65, " shared photos you which are already on your device ", cubetastic3000, friends, 2 
1179, 23, Male, Somecollege, 65, " an incriminating photo of you doing something embarrassing ", cubetastic3000, friends, 5 
1179, 23, Male, Somecollege, 65, " a video of you entering in your PIN at an ATM ", cubetastic3000, friends, 5 
1179, 23, Male, Somecollege, 65, " when and how much you spend time alone ", cubetastic3000, public, 4 
1179, 23, Male, Somecollege, 65, " your name ", cubetastic3000, work, 1 
1898, 25, Male, Bachelors, 56, "took screenshots while using other apps", smartphone, noone, 5 
1898, 25, Male, Bachelors, 56, "sent premium texts or calls", smartphone, noone, 5 
1898, 25, Male, Bachelors, 56, "took screenshots while using other apps", cubetastic3000, noone, 5 
1898, 25, Male, Bachelors, 56, " when you are sick or healthy ", cubetastic3000, appserver, 4 
1898, 25, Male, Bachelors, 56, " recorded you talking to yourself (making voice notes) ", cubetastic3000, appserver, 5 
1898, 25, Male, Bachelors, 56, " shared photos you which are already on your device ", cubetastic3000, work, 5 
1898, 25, Male, Bachelors, 56, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, public, 5 
1898, 25, Male, Bachelors, 56, " how much you use your computer ", cubetastic3000, appserver, 4 
1016, 27, Female, Bachelors, 46, "connected to a bluetooth device", smartphone, noone, 5 
1016, 27, Female, Bachelors, 46, "sent premium texts or calls", smartphone, noone, 5 
1016, 27, Female, Bachelors, 46, " your gender ", cubetastic3000, public, 5 
1016, 27, Female, Bachelors, 46, " the language you were speaking ", cubetastic3000, public, 4 
1016, 27, Female, Bachelors, 46, " photos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
1016, 27, Female, Bachelors, 46, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 5 
1016, 27, Female, Bachelors, 46, " your address ", cubetastic3000, work, 5 
1718, 21, Female, Somecollege, 67, "unmuted a call", smartphone, noone, 5 
1718, 21, Female, Somecollege, 67, "took screenshots while using other apps", smartphone, noone, 5 
1718, 21, Female, Somecollege, 67, " a photo of you off-guard ", cubetastic3000, friends, 5 
1718, 21, Female, Somecollege, 67, " videos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
1718, 21, Female, Somecollege, 67, " a picture of your signature ", cubetastic3000, friends, 5 
1718, 21, Female, Somecollege, 67, " when and how much you spend time alone ", cubetastic3000, work, 5 
1718, 21, Female, Somecollege, 67, " your username for websites ", cubetastic3000, public, 5 
